"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"4834","서울특별시 용산구 이태원동","일반","1**","이태원로","준주거","제1종근린생활","25m이상","807.40","49.86","285,000","","법인","개인","202408","05","지분","","-","직거래","-"
"4835","서울특별시 용산구 이태원동","일반","1**","이태원로","준주거","제1종근린생활","25m이상","807.40","24.93","142,500","","법인","개인","202408","05","지분","","-","직거래","-"
"4836","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,769","45","법인","개인","202408","05","지분","1988","-","직거래","-"
"4837","서울특별시 용산구 이태원동","일반","1**","이태원로","준주거","제1종근린생활","25m이상","807.40","24.93","142,500","","법인","개인","202408","05","지분","","-","직거래","-"
"4838","충청남도 아산시 온천동","일반","2**","시민로","일반상업","제2종근린생활","12m미만","369.33","1230.00","208,300","","법인","개인","202408","05","","1996","-","직거래","-"
"4839","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,523","35","법인","개인","202408","05","지분","1988","-","직거래","-"
"4840","제주특별자치도 제주시 오등동","집합","10-14","","자연녹지","숙박","25m미만","51.75"," ","400","12","개인","개인","202408","05","지분","2010","-","직거래","-"
"4841","부산광역시 북구 화명동","집합","2269-1","금곡대로303번길","일반상업","교육연구","25m미만","192.70"," ","34,000","5","개인","개인","202408","05","","2003","-","직거래","-"
"4842","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,220","36","법인","개인","202408","05","지분","1988","-","직거래","-"
"4843","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,769","35","법인","개인","202408","05","지분","1988","-","직거래","-"
"4844","인천광역시 부평구 갈산동","집합","94","주부토로","준공업","제1종근린생활","25m미만","44.61"," ","64,791","1","개인","개인","202408","05","","2021","20240828","중개거래","인천 부평구"
"4845","인천광역시 계양구 계산동","집합","926-27","하느재로","제2종일반주거","제2종근린생활","12m미만","2476.06"," ","84,200","","법인","법인","202408","05","","1991","-","직거래","-"
"4846","강원특별자치도 평창군 대관령면 차항리","일반","1**","","계획관리","제2종근린생활","8m미만","281.43","344.00","21,920","","개인","법인","202408","05","","2007","20241003","직거래","-"
"4847","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","236","34","법인","개인","202408","05","지분","1988","-","직거래","-"
"4848","충청남도 서산시 동문동","일반","9**","효행2길","준주거","제2종근린생활","8m미만","77.70","244.00","20,300","","개인","개인","202408","05","","2016","-","직거래","-"
"4849","제주특별자치도 제주시 노형동","집합","920-10","원노형2길","일반상업","숙박","12m미만","17.70"," ","10,000","17","개인","개인","202408","05","","2018","-","직거래","-"
"4850","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,589","28","법인","개인","202408","05","지분","1988","-","직거래","-"
"4851","경기도 성남시 중원구 상대원동","집합","5029","희망로321번길","제3종일반주거","제2종근린생활","8m미만","17.16"," ","31,350","4","개인","개인","202408","05","","2008","-","중개거래","경기 성남시 중원구"
"4852","제주특별자치도 제주시 이도일동","집합","1787-3","광양6길","일반상업","숙박","25m미만","22.78"," ","5,500","11","개인","개인","202408","05","","2017","-","중개거래","제주 제주시"
"4853","대전광역시 서구 둔산동","집합","1081","둔산로","준주거","제1종근린생활","25m이상","363.06"," ","62,400","8","개인","법인","202408","05","","2003","-","직거래","-"
"4854","부산광역시 동래구 온천동","일반","1**","온천장로117번길","일반상업","제2종근린생활","8m미만","199.11","187.00","340,000","","개인","기타","202408","05","","2015","-","직거래","-"
"4855","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,220","36","법인","개인","202408","05","지분","1988","-","직거래","-"
"4856","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,400","46","법인","개인","202408","05","지분","1988","-","직거래","-"
"4857","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,589","28","법인","개인","202408","05","지분","1988","-","직거래","-"
"4858","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","411","","법인","개인","202408","05","지분","1988","-","직거래","-"
"4859","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","411","","법인","개인","202408","05","지분","1988","-","직거래","-"
"4860","대전광역시 서구 둔산동","집합","1081","둔산로","준주거","제1종근린생활","25m이상","132.06"," ","22,800","","개인","법인","202408","05","","2003","-","직거래","-"
"4861","대전광역시 서구 둔산동","집합","1081","둔산로","준주거","제1종근린생활","25m이상","82.13"," ","13,200","","개인","법인","202408","05","","2003","-","직거래","-"
"4862","대전광역시 서구 둔산동","집합","1081","둔산로","준주거","제1종근린생활","25m이상","125.21"," ","21,600","","개인","법인","202408","05","","2003","-","직거래","-"
"4863","서울특별시 강남구 수서동","집합","716","광평로","일반상업","판매","25m이상","31.88"," ","33,000","","법인","개인","202408","05","","2003","-","중개거래","서울 강남구"
"4864","서울특별시 강남구 수서동","집합","716","광평로","일반상업","판매","25m이상","31.88"," ","33,000","","법인","개인","202408","05","","2003","-","중개거래","서울 강남구"
"4865","서울특별시 강남구 수서동","집합","716","광평로","일반상업","판매","25m이상","65.40"," ","63,000","2","법인","개인","202408","05","","2003","-","중개거래","서울 강남구"
"4866","부산광역시 부산진구 개금동","집합","878","가야대로","일반상업","제2종근린생활","-","38.73"," ","46,017","1","개인","법인","202408","05","","2023","-","직거래","-"
"4867","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","1,693","35","법인","개인","202408","05","지분","1988","-","직거래","-"
"4868","경기도 양평군 옥천면 신복리","집합","141-5","신촌길","계획관리","숙박","12m미만","45.00"," ","380","","법인","개인","202408","05","지분","1988","-","직거래","-"
"4869","대전광역시 대덕구 오정동","일반","3**","오정로63번길","제2종일반주거","제2종근린생활","12m미만","180.32","301.50","93,000","","개인","법인","202408","05","","2022","-","중개거래","대전 대덕구"
"4870","경기도 고양시 덕양구 향동동","집합","507","향기로","제3종일반주거","제2종근린생활","25m미만","250.66"," ","123,625","","기타","법인","202408","04","","","-","중개거래","경기 고양시 덕양구"
"4871","경기도 고양시 덕양구 향동동","집합","507","향기로","일반상업","제2종근린생활","25m미만","137.78"," ","67,953","3","기타","법인","202408","04","","2022","20250102","중개거래","경기 고양시 덕양구"
"4872","경기도 양주시 옥정동","집합","176-5","새터로","제2종일반주거","제2종근린생활","12m미만","133.20"," ","22,000","3","기타","기타","202408","04","","2003","-","직거래","-"
"4873","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","119.50"," ","109,700","","법인","법인","202408","04","","2023","20241209","직거래","-"
"4874","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","29.15"," ","12,700","","법인","법인","202408","04","","2023","-","직거래","-"
"4875","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","54.83"," ","23,800","","법인","법인","202408","04","","2023","-","직거래","-"
"4876","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","47.74"," ","43,000","","법인","법인","202408","04","","2023","-","직거래","-"
"4877","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","43.80"," ","40,300","","법인","법인","202408","04","","2023","20241015","직거래","-"
"4878","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제1종근린생활","-","48.80"," ","44,900","","법인","법인","202408","04","","2023","20241015","직거래","-"
"4879","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","22.00"," ","9,600","","법인","법인","202408","04","","2023","-","직거래","-"
"4880","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","46.90"," ","42,200","","법인","법인","202408","04","","2023","-","직거래","-"
"4881","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","48.80"," ","44,900","","법인","법인","202408","04","","2023","20241015","직거래","-"
"4882","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","66.25"," ","59,600","","법인","법인","202408","04","","2023","-","직거래","-"
"4883","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","46.58"," ","41,900","","법인","법인","202408","04","","2023","-","직거래","-"
"4884","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","50.45"," ","40,300","","법인","법인","202408","04","","2023","-","직거래","-"
"4885","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","48.80"," ","44,900","","법인","법인","202408","04","","2023","20241015","직거래","-"
"4886","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제1종근린생활","-","48.80"," ","44,900","","법인","법인","202408","04","","2023","20241015","직거래","-"
"4887","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","64.28"," ","46,400","","법인","법인","202408","04","","2023","-","직거래","-"
"4888","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","39.68"," ","35,800","","법인","법인","202408","04","","2023","-","직거래","-"
"4889","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","40.43"," ","29,200","","법인","법인","202408","04","","2023","-","직거래","-"
"4890","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","50.63"," ","46,600","","법인","법인","202408","04","","2023","20241015","직거래","-"
"4891","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","30.50"," ","22,100","","법인","법인","202408","04","","2023","-","직거래","-"
"4892","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","29.40"," ","21,200","","법인","법인","202408","04","","2023","-","직거래","-"
"4893","강원특별자치도 강릉시 사천면 사천진리","집합","912","진리해변길","제2종일반주거","제2종근린생활","-","21.20"," ","9,200","","법인","법인","202408","04","","2023","-","직거래","-"
"4894","경기도 고양시 덕양구 향동동","집합","507","향기로","일반상업","제2종근린생활","25m미만","112.88"," ","55,672","3","기타","법인","202408","04","","2022","20250102","중개거래","경기 고양시 덕양구"
"4895","서울특별시 강남구 신사동","일반","5**","논현로157길","제2종일반주거","제2종근린생활","12m미만","628.51","216.40","1,310,000","","법인","개인","202408","04","","1992","-","중개거래","서울 강남구"
"4896","경기도 파주시 광탄면 용미리","일반","1**","장지산로","계획관리","제2종근린생활","12m미만","132.00","633.00","40,000","","개인","개인","202408","04","","2008","-","중개거래","경기 고양시 일산동구, 인천 강화군"
"4897","제주특별자치도 제주시 노형동","집합","925","노연로","일반상업","숙박","25m미만","139.85"," ","130,000","28","법인","개인","202408","04","","2020","-","직거래","-"
"4898","경기도 고양시 덕양구 향동동","집합","507","향기로","제2종일반주거","제2종근린생활","25m미만","221.66"," ","67,953","3","기타","법인","202408","04","","2022","20241230","중개거래","경기 고양시 덕양구"
"4899","서울특별시 서초구 반포동","집합","60-4","서초중앙로29길","제3종일반주거","제1종근린생활","12m미만","8.51"," ","60,000","","개인","개인","202408","04","","1987","-","중개거래","서울 강남구"
"4900","제주특별자치도 제주시 노형동","집합","925","노연로","일반상업","숙박","25m미만","139.85"," ","130,000","29","법인","개인","202408","04","","2020","-","직거래","-"
"4901","경기도 고양시 덕양구 향동동","집합","507","향기로","제2종일반주거","제2종근린생활","25m미만","181.60"," ","55,672","3","기타","법인","202408","04","","2022","20241230","중개거래","경기 고양시 덕양구"
"4902","경기도 부천시 원미구 도당동","집합","279-5","옥산로","제2종일반주거","제2종근린생활","25m미만","100.26"," ","20,000","","개인","개인","202408","04","","","-","중개거래","경기 부천시 원미구"
"4903","부산광역시 사상구 감전동","일반","1**","새벽로168번길","제2종일반주거","제1종근린생활","8m미만","493.16","36.71","8,000","","개인","개인","202408","04","지분","1991","-","직거래","-"
"4904","서울특별시 용산구 후암동","집합","60-10","후암로30길","제2종일반주거","제1종근린생활","8m미만","26.00"," ","30,000","2","개인","법인","202408","04","","2008","20250131","직거래","-"
"4905","경기도 김포시 장기동","집합","2029-9","김포한강4로","일반상업","제1종근린생활","25m미만","50.55"," ","50,000","1","개인","개인","202408","04","","2016","-","직거래","-"
"4906","서울특별시 마포구 도화동","집합","36","마포대로","일반상업","업무","25m이상","23.62"," ","18,000","11","개인","개인","202408","04","","1988","-","중개거래","서울 마포구"
"4907","울산광역시 남구 달동","일반","1***","왕생로","제2종일반주거","기타","25m미만","1179.20","316.40","230,000","","개인","개인","202408","03","","1996","20240828","중개거래","울산 남구"
"4908","서울특별시 중구 남산동2가","일반","4*","소파로","제1종일반주거","제1종근린생활","25m미만","64.70","96.10","165,000","","개인","개인","202408","03","","1956","20241130","중개거래","서울 중구"
"4909","서울특별시 강남구 자곡동","집합","631","자곡로","제3종일반주거","기타","12m미만","32.27"," ","27,000","3","개인","개인","202408","03","","2015","-","직거래","-"
"4910","서울특별시 서초구 서초동","집합","1332-2","사임당로","제3종일반주거","판매","25m미만","26.67"," ","31,000","","개인","개인","202408","03","","1978","-","중개거래","서울 서초구"
"4911","부산광역시 기장군 장안읍 월내리","일반","3**","반룡로","자연녹지","제2종근린생활","8m미만","163.75","1290.00","50,200","","개인","법인","202408","03","","2017","-","직거래","-"
"4912","충청북도 청주시 서원구 남이면 외천리","일반","6*","척산길","계획관리","제1종근린생활","12m미만","115.71","186.00","16,000","","개인","개인","202408","03","","1990","-","직거래","-"
"4913","경기도 양평군 개군면 공세리","일반","3**","신내길7번길","계획관리","숙박","12m미만","34.32","2.94","900","3","개인","개인","202408","03","지분","1992","-","직거래","-"
"4914","충청북도 청주시 상당구 남주동","일반","2**","무심동로336번길","일반상업","제1종근린생활","12m미만","157.34","222.80","39,700","","개인","개인","202408","03","","1945","-","중개거래","세종, 충북 청주시 상당구"
"4915","서울특별시 은평구 불광동","집합","638-1","진흥로","제2종일반주거","제2종근린생활","25m미만","16.85"," ","10,900","1","개인","개인","202408","03","","2010","-","중개거래","서울 은평구"
"4916","인천광역시 서구 가정동","집합","617-4","염곡로464번길","일반상업","제2종근린생활","25m이상","102.48"," ","42,000","2","개인","개인","202408","03","","2017","-","중개거래","인천 서구"
"4917","강원특별자치도 횡성군 강림면 강림리","일반","4**","주천강로강림3길","계획관리","판매","8m미만","191.96","937.00","26,000","","개인","개인","202408","03","","2001","-","중개거래","강원 횡성군"
"4918","서울특별시 마포구 중동","일반","2**","성암로5길","제2종일반주거","제2종근린생활","8m미만","189.02","158.00","125,000","","법인","개인","202408","03","","1982","-","중개거래","서울 마포구"
"4919","충청북도 청주시 서원구 남이면 외천리","일반","6*","척산길","계획관리","제1종근린생활","12m미만","201.00","237.00","22,000","","개인","개인","202408","03","","1985","-","직거래","-"
"4920","경기도 성남시 중원구 상대원동","집합","1573-1","박석로15번길","제2종일반주거","제1종근린생활","8m미만","17.39"," ","10,000","1","개인","개인","202408","03","","2008","-","중개거래","경기 성남시 중원구"
"4921","경기도 수원시 영통구 영통동","일반","1***","청명로","제2종일반주거","제2종근린생활","25m이상","824.80","241.30","247,500","","법인","개인","202408","03","","2002","-","중개거래","경기 수원시 팔달구"
"4922","경기도 화성시 봉담읍 분천리","일반","*","최루백로","자연녹지","기타","8m미만","857.58","826.00","205,000","","개인","개인","202408","03","","2008","20240911","중개거래","경기 용인시 수지구"
"4923","서울특별시 강남구 압구정동","집합","369-1","압구정로29길","제3종일반주거","판매","25m이상","32.92"," ","200,000","","개인","개인","202408","03","","1976","-","중개거래","서울 강남구"
"4924","경기도 화성시 봉담읍 분천리","일반","*","최루백로","자연녹지","기타","8m미만","857.58","826.00","200,928","","개인","개인","202408","03","","2008","-","중개거래","경기 용인시 수지구"
"4925","경상북도 상주시 신봉동","일반","5**","경상대로","제1종일반주거","제2종근린생활","8m미만","42.72","50.00","4,000","","개인","개인","202408","03","","2011","-","중개거래","경북 상주시"
"4926","대구광역시 북구 연경동","집합","987","동화천로","제3종일반주거","제2종근린생활","25m이상","32.21"," ","18,000","1","개인","개인","202408","03","","2020","-","중개거래","대구 북구"
"4927","부산광역시 해운대구 좌동","집합","1476-1","양운로","중심상업","제2종근린생활","25m이상","108.88"," ","60,000","1","개인","개인","202408","03","지분","2014","-","직거래","-"
"4928","부산광역시 해운대구 좌동","집합","1476-1","양운로","중심상업","제2종근린생활","25m이상","74.47"," ","30,000","1","개인","개인","202408","03","지분","2014","-","직거래","-"
"4929","인천광역시 강화군 양사면 교산리","일반","1***","서사길","농림","제2종근린생활","-","40.20","224.00","14,000","","개인","개인","202408","03","","2024","-","중개거래","인천 강화군"
"4930","울산광역시 남구 달동","일반","1***","왕생로","제2종일반주거","기타","25m미만","1179.20","316.40","230,000","","법인","개인","202408","03","","1996","-","중개거래","울산 남구"
"4931","경상남도 양산시 동면 사송리","집합","1165","외송로","제3종일반주거","제1종근린생활","-","39.39"," ","36,900","","개인","개인","202408","03","","2023","-","중개거래","경남 양산시"
"4932","인천광역시 서구 청라동","집합","85-1","청라한내로","제3종일반주거","제2종근린생활","25m미만","44.00"," ","48,500","1","개인","개인","202408","03","","2019","-","중개거래","인천 서구"
"4933","경기도 용인시 처인구 양지면 양지리","일반","5**","양지로63번길","자연녹지","제2종근린생활","12m미만","184.54","1109.00","184,797","","법인","개인","202408","03","","","-","중개거래","경기 용인시 처인구"
"4934","경기도 용인시 처인구 양지면 양지리","일반","5**","양지로","자연녹지","제2종근린생활","12m미만","368.76","2180.00","331,015","","법인","개인","202408","03","","","-","중개거래","경기 용인시 처인구"
"4935","경기도 안양시 동안구 호계동","집합","1044-1","평촌대로223번길","중심상업","제2종근린생활","25m미만","111.02"," ","90,000","2","개인","개인","202408","03","","1996","20240829","중개거래","경기 안양시 동안구"
"4936","대전광역시 동구 용전동","일반","4*","한밭대로","제3종일반주거","제1종근린생활","12m미만","131.23","799.40","148,260","","법인","개인","202408","03","","1999","-","직거래","-"
"4937","서울특별시 은평구 진관동","집합","84","진관2로","제2종전용주거","제1종근린생활","25m미만","45.00"," ","18,800","","개인","개인","202408","03","","2010","-","중개거래","서울 은평구"
"4938","대전광역시 서구 관저동","집합","1530","구봉로131번길","준주거","제2종근린생활","25m미만","51.52"," ","44,000","1","개인","개인","202408","03","","2015","-","중개거래","대전 서구"
"4939","경기도 부천시 소사구 괴안동","집합","87-1","범안로","제2종일반주거","기타","25m미만","148.55"," ","11,000","1","개인","개인","202408","03","","2004","-","중개거래","경기 부천시 소사구"
"4940","경상남도 진주시 진성면 가진리","일반","1***","진의로359번길","계획관리","기타","8m미만","103.28","959.00","17,700","","개인","개인","202408","03","","1995","-","직거래","-"
"4941","경기도 부천시 소사구 괴안동","집합","87-1","범안로","제2종일반주거","제2종근린생활","25m미만","148.55"," ","8,000","2","개인","개인","202408","03","","2004","-","중개거래","경기 부천시 소사구"
"4942","경기도 부천시 소사구 괴안동","집합","87-1","범안로","제2종일반주거","제2종근린생활","25m미만","148.55"," ","7,000","3","개인","개인","202408","03","","2004","-","중개거래","경기 부천시 소사구"
"4943","서울특별시 강남구 개포동","집합","649","언주로","제3종일반주거","제1종근린생활","25m이상","18.44"," ","69,000","","개인","개인","202408","03","","1984","-","중개거래","서울 강남구"
"4944","서울특별시 강서구 마곡동","집합","800-4","공항대로","일반상업","제1종근린생활","25m이상","46.80"," ","117,939","1","개인","법인","202408","03","","2018","-","직거래","-"
"4945","서울특별시 성동구 성수동2가","일반","1*","","준공업","제1종근린생활","12m미만","593.41","191.80","950,000","","법인","법인","202408","02","","2023","-","중개거래","서울 강남구"
"4946","인천광역시 중구 중산동","집합","1873-3","자연대로","중심상업","제1종근린생활","25m이상","55.20"," ","73,000","1","개인","개인","202408","02","","2020","-","중개거래","인천 중구"
"4947","전북특별자치도 전주시 덕진구 송천동2가","집합","1311","세병로","제3종일반주거","교육연구","25m미만","108.04"," ","36,079","2","개인","법인","202408","02","","2018","-","직거래","-"
"4948","경기도 화성시 정남면 오일리","일반","3**","","자연녹지","제2종근린생활","8m미만","132.00","667.00","65,966","","개인","법인","202408","02","","2004","-","직거래","-"
"4949","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","78.03"," ","16,000","4","법인","법인","202408","02","","2007","-","직거래","-"
"4950","인천광역시 동구 송림동","집합","57-1","송림로","일반상업","제1종근린생활","25m이상","136.77"," ","43,100","3","개인","개인","202408","02","","2019","-","직거래","-"
"4951","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","78.80"," ","16,000","4","법인","법인","202408","02","","2007","-","직거래","-"
"4952","인천광역시 동구 송림동","집합","57-1","송림로","일반상업","제1종근린생활","25m이상","91.18"," ","28,900","3","개인","개인","202408","02","","2019","-","직거래","-"
"4953","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","78.80"," ","16,700","3","법인","법인","202408","02","","2007","-","직거래","-"
"4954","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","179.86"," ","38,300","3","법인","법인","202408","02","","2007","-","직거래","-"
"4955","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","78.03"," ","23,000","2","법인","법인","202408","02","","2007","-","직거래","-"
"4956","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","78.80"," ","16,000","4","법인","법인","202408","02","","2007","-","직거래","-"
"4957","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","78.80"," ","16,000","4","법인","법인","202408","02","","2007","-","직거래","-"
"4958","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","78.80"," ","16,700","3","법인","법인","202408","02","","2007","-","직거래","-"
"4959","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","179.86"," ","38,300","3","법인","법인","202408","02","","2007","-","직거래","-"
"4960","경상남도 창원시 마산합포구 중앙동2가","집합","7-4","3·15대로","제3종일반주거","교육연구","25m이상","78.03"," ","23,000","2","법인","법인","202408","02","","2007","-","직거래","-"
"4961","서울특별시 종로구 신문로1가","집합","163","새문안로","일반상업","업무","25m이상","43.46"," ","51,300","13","개인","법인","202408","02","","","-","중개거래","서울 종로구"
"4962","서울특별시 성북구 동선동1가","집합","1-2","동소문로","일반상업","기타","25m이상","3.90"," ","4,000","51","개인","개인","202408","02","","2008","-","직거래","-"
"4963","서울특별시 성북구 동소문동1가","일반","5*","성북로2길","제2종일반주거","제2종근린생활","12m미만","918.52","308.10","335,000","","법인","개인","202408","02","","1994","-","중개거래","서울 강남구"
"4964","인천광역시 미추홀구 주안동","일반","1***","경원대로","일반상업","숙박","8m미만","464.32","200.20","58,500","","개인","개인","202408","02","","1986","-","직거래","-"
"4965","서울특별시 중구 남창동","집합","5","남대문시장8길","일반상업","판매","12m미만","10.33"," ","1,500","","개인","개인","202408","02","","","-","직거래","-"
"4966","서울특별시 중구 남대문로5가","일반","1*","세종대로4길","일반상업","제2종근린생활","12m미만","269.21","33.83","174,900","","법인","개인","202408","02","지분","1968","-","직거래","-"
"4967","서울특별시 중구 남대문로5가","일반","1*","세종대로4길","일반상업","제2종근린생활","12m미만","269.21","33.83","174,900","","법인","개인","202408","02","지분","1968","-","직거래","-"
"4968","서울특별시 중구 남대문로5가","일반","1*","세종대로4길","일반상업","제2종근린생활","12m미만","815.79","34.85","180,200","","법인","개인","202408","02","지분","1968","-","직거래","-"
"4969","경기도 안산시 단원구 성곡동","집합","838-7","시화호수로","일반상업","제1종근린생활","25m미만","73.79"," ","78,000","1","개인","법인","202408","02","","2023","20240813","중개거래","경기 안산시 단원구"
"4970","인천광역시 연수구 송도동","집합","29-1","아트센터대로168번길","중심상업","숙박","25m이상","27.06"," ","11,250","","개인","개인","202408","02","","2021","-","중개거래","인천 연수구"
"4971","인천광역시 연수구 송도동","집합","29-1","아트센터대로168번길","중심상업","숙박","25m이상","27.06"," ","11,250","","개인","개인","202408","02","","2021","-","중개거래","인천 연수구"
"4972","인천광역시 연수구 송도동","집합","30-3","인천타워대로","중심상업","업무","25m이상","93.72"," ","33,000","16","법인","법인","202408","02","","2011","-","직거래","-"
"4973","서울특별시 영등포구 당산동2가","집합","30-2","영등포로","준공업","제2종근린생활","25m이상","18.00"," ","11,000","","법인","개인","202408","02","","1987","-","중개거래","서울 영등포구"
"4974","경기도 화성시 기안동","일반","1**","기안말길","자연녹지","제2종근린생활","8m미만","192.78","239.00","31,100","","개인","개인","202408","02","","1993","-","중개거래","경기 화성시"
"4975","경기도 성남시 분당구 금곡동","일반","3**","대왕판교로","보전녹지","기타","25m이상","667.20","830.00","761,090","","개인","개인","202408","02","","2007","-","중개거래","경기 성남시 분당구"
"4976","경기도 안산시 단원구 고잔동","집합","725-1","광덕대로","중심상업","판매","25m이상","5.04"," ","4,000","","개인","개인","202408","02","","2006","-","중개거래","경기 안산시 단원구"
"4977","서울특별시 강서구 등촌동","집합","636-43","공항대로55길","준공업","제2종근린생활","12m미만","166.80"," ","67,500","7","법인","개인","202408","02","","2004","-","직거래","-"
"4978","경기도 부천시 소사구 송내동","집합","329","경인로9번길","제2종일반주거","제2종근린생활","12m미만","138.33"," ","27,000","2","개인","개인","202408","02","","2012","-","직거래","-"
"4979","서울특별시 마포구 상암동","집합","1654","월드컵북로","일반상업","제2종근린생활","25m이상","104.55"," ","159,000","2","개인","개인","202408","02","","2007","-","중개거래","서울 마포구"
"4980","서울특별시 서초구 방배동","집합","1038","효령로","제3종일반주거","제1종근린생활","25m이상","10.89"," ","31,000","1","법인","법인","202408","02","","1992","-","중개거래","서울 송파구"
"4981","충청남도 천안시 동남구 봉명동","일반","2**","봉명8길","제2종일반주거","제1종근린생활","12m미만","197.85","120.10","28,000","","개인","개인","202408","02","","1991","-","중개거래","충남 천안시 동남구, 충남 천안시 서북구"
