"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"26683","경기도 의정부시 의정부동","2**","12m미만","50.00","월세","202408","09","1,000","40","1985","가능로159번길","202409~202609","신규","-","","","단독다가구"
"26684","경상남도 양산시 중부동","6**","12m미만","95.48","월세","202408","09","6,000","30","2012","양주5길","202409~202609","신규","-","","","단독다가구"
"26685","경기도 광명시 하안동","5**","12m미만","20.00","월세","202408","09","500","40","1993","안재로","202408~202608","신규","-","","","단독다가구"
"26686","울산광역시 북구 송정동","1***","12m미만","53.52","월세","202408","09","2,000","70","2023","송정29길","202408~202608","신규","-","","","단독다가구"
"26687","강원특별자치도 원주시 무실동","1***","25m미만","82.64","월세","202408","09","1,000","50","2012","봉바위길","202410~202510","신규","-","","","단독다가구"
"26688","강원특별자치도 원주시 무실동","1***","25m미만","29.00","월세","202408","09","500","53","2016","솔우물2길","202408~202508","신규","-","","","단독다가구"
"26689","울산광역시 북구 호계동","2**","25m미만","87.62","월세","202408","09","10,000","30","2003","동대11길","202409~202609","신규","-","","","단독다가구"
"26690","대전광역시 서구 월평동","9**","12m미만","19.80","월세","202408","09","100","20","1998","월평중로3번길","202408~202508","신규","-","","","단독다가구"
"26691","대전광역시 서구 월평동","7**","12m미만","46.20","월세","202408","09","300","43","2000","월평중로14번길","202408~202508","신규","-","","","단독다가구"
"26692","경기도 양주시 옥정동","1***","12m미만","57.00","월세","202408","09","5,000","45","2019","옥정동로5가길","202408~202608","신규","-","","","단독다가구"
"26693","대전광역시 서구 월평동","6**","12m미만","22.21","월세","202408","09","500","30","2003","한밭대로612번길","202408~202508","신규","-","","","단독다가구"
"26694","대전광역시 서구 월평동","4**","8m미만","22.21","월세","202408","09","500","38","","월평로31번길","-","-","-","","","단독다가구"
"26695","대전광역시 서구 월평동","4**","12m미만","20.00","월세","202408","09","500","40","2017","한밭대로570번길","202408~202508","신규","-","","","단독다가구"
"26696","대전광역시 서구 월평동","4**","8m미만","22.21","월세","202408","09","500","38","","월평로31번길","202408~202508","신규","-","","","단독다가구"
"26697","대전광역시 서구 월평동","1***","12m미만","12.45","월세","202408","09","500","40","2019","월평새뜸로4번길","202408~202512","신규","-","","","단독다가구"
"26698","경상북도 경산시 삼북동","2**","25m미만","80.20","월세","202408","09","1,000","63","2016","장산로","202408~202608","신규","-","","","단독다가구"
"26699","울산광역시 동구 화정동","8**","12m미만","99.00","전세","202408","09","9,000","0","2011","양지5길","202408~202608","신규","-","","","단독다가구"
"26700","울산광역시 동구 화정동","4**","12m미만","26.40","월세","202408","09","200","32","2015","대송12길","202408~202508","신규","-","","","단독다가구"
"26701","경상북도 경산시 옥산동","8**","25m미만","48.50","월세","202408","09","500","40","1996","옥산로","202408~202508","신규","-","","","단독다가구"
"26702","강원특별자치도 원주시 무실동","1***","12m미만","65.00","월세","202408","09","1,000","60","2010","만대공원길","202408~202508","신규","-","","","단독다가구"
"26703","울산광역시 동구 방어동","6*","12m미만","60.36","전세","202408","09","9,000","0","2014","등대2길","202409~202608","신규","-","","","단독다가구"
"26704","경상남도 거제시 장평동","3**","25m미만","33.00","월세","202408","09","300","43","2014","장평1로","202408~202508","신규","-","","","단독다가구"
"26705","경상남도 거제시 장평동","3*","25m미만","53.00","월세","202408","09","500","55","2017","장평로","202408~202508","신규","-","","","단독다가구"
"26706","울산광역시 남구 달동","1***","8m미만","50.00","월세","202408","09","500","67","2009","달삼로10번길","202408~202608","신규","-","","","단독다가구"
"26707","울산광역시 남구 달동","8**","25m이상","159.33","월세","202408","09","1,000","85","1990","삼산로","-","-","-","","","단독다가구"
"26708","울산광역시 남구 달동","1**","8m미만","39.66","월세","202408","09","300","36","2001","신정로38번길","202408~202608","신규","-","","","단독다가구"
"26709","경상북도 경산시 남방동","2**","8m미만","57.12","월세","202408","09","500","60","2006","어봉지길","202408~202608","신규","-","","","단독다가구"
"26710","경기도 김포시 풍무동","9**","25m미만","49.50","월세","202408","09","5,000","50","2018","풍무2로","202409~202609","신규","-","","","단독다가구"
"26711","대전광역시 서구 도안동","1***","12m미만","21.57","월세","202408","09","500","50","2020","용소로60번길","202408~202508","신규","-","","","단독다가구"
"26712","울산광역시 남구 신정동","6**","12m미만","49.59","월세","202408","09","300","55","2004","봉월로38번길","202408~202508","신규","-","","","단독다가구"
"26713","경기도 양주시 옥정동","9**","12m미만","50.00","월세","202408","09","1,000","70","2020","옥정로10다길","202408~202508","신규","-","","","단독다가구"
"26714","광주광역시 광산구 월계동","8**","12m미만","45.00","월세","202408","09","300","40","2022","첨단내촌로70번길","202408~202508","신규","-","","","단독다가구"
"26715","울산광역시 남구 무거동","8**","12m미만","20.00","월세","202408","09","500","30","","신복로21번길","202408~202508","신규","-","","","단독다가구"
"26716","울산광역시 남구 무거동","4**","12m미만","23.00","전세","202408","09","4,500","0","2003","남부순환도로106번길","202408~202508","신규","-","","","단독다가구"
"26717","울산광역시 남구 무거동","6**","12m미만","91.58","월세","202408","09","8,000","20","1995","옥현로51번길","202408~202608","신규","-","","","단독다가구"
"26718","충청북도 충주시 연수동","1***","12m미만","84.48","전세","202408","09","20,000","0","2016","연수동산로5길","202410~202610","신규","-","","","단독다가구"
"26719","광주광역시 광산구 신창동","1***","12m미만","35.00","전세","202408","09","2,700","0","2012","신창로106번길","202408~202508","신규","-","","","단독다가구"
"26720","광주광역시 광산구 월계동","8**","12m미만","58.14","전세","202408","09","4,000","0","1997","월계로150번길","202408~202608","신규","-","","","단독다가구"
"26721","충청북도 충주시 연수동","1***","12m미만","25.00","월세","202408","09","300","30","2015","동수2길","202408~202508","신규","-","","","단독다가구"
"26722","경상남도 진주시 상봉동","1***","12m미만","85.00","월세","202408","09","500","50","2003","의병로127번길","202409~202609","신규","-","","","단독다가구"
"26723","울산광역시 중구 반구동","4*","12m미만","36.00","월세","202408","09","500","37","2002","구교10길","202408~202508","신규","-","","","단독다가구"
"26724","울산광역시 중구 반구동","5**","12m미만","33.00","월세","202408","09","300","45","2015","내황1길","202408~202508","신규","-","","","단독다가구"
"26725","대전광역시 동구 판암동","4**","25m미만","50.00","월세","202408","09","9,000","20","2018","옥천로","-","-","-","","","단독다가구"
"26726","대전광역시 서구 관저동","1***","12m미만","30.00","월세","202408","09","3,000","33","2022","구봉산북로7번길","202408~202508","신규","-","","","단독다가구"
"26727","대전광역시 서구 관저동","1***","12m미만","25.00","월세","202408","09","300","40","2017","관저남로25번길","202408~202508","신규","-","","","단독다가구"
"26728","대전광역시 서구 관저동","1***","12m미만","29.00","월세","202408","09","1,000","45","2018","관저남로12번길","202408~202508","신규","-","","","단독다가구"
"26729","대전광역시 서구 관저동","1***","12m미만","35.00","월세","202408","09","400","45","2015","관저북로51번길","202408~202508","신규","-","","","단독다가구"
"26730","대전광역시 서구 관저동","1***","12m미만","30.00","월세","202408","09","3,000","30","","구봉산북로7번길","202408~202508","신규","-","","","단독다가구"
"26731","경기도 김포시 사우동","2**","12m미만","39.00","월세","202408","09","500","43","2003","사우중로11번길","202408~202608","신규","-","","","단독다가구"
"26732","울산광역시 중구 성안동","5**","12m미만","82.99","월세","202408","09","6,000","30","2007","성안2길","202408~202608","신규","-","","","단독다가구"
"26733","울산광역시 중구 성안동","5**","12m미만","45.37","월세","202408","09","3,500","40","2011","성안7길","202408~202608","신규","-","","","단독다가구"
"26734","울산광역시 중구 성안동","5**","12m미만","33.10","월세","202408","09","500","45","2015","성안5길","202408~202508","신규","-","","","단독다가구"
"26735","대전광역시 서구 매노동","6**","8m미만","114.42","전세","202408","09","20,000","0","2013","승상골길","202408~202608","신규","-","","","단독다가구"
"26736","경기도 김포시 장기동","1***","12m미만","40.00","월세","202408","09","3,000","40","2013","김포한강2로24번길","202408~202608","신규","-","","","단독다가구"
"26737","경상남도 진주시 하대동","3**","12m미만","53.00","월세","202408","09","1,000","40","2004","하대로106번길","202408~202608","신규","-","","","단독다가구"
"26738","대전광역시 대덕구 중리동","2**","25m미만","19.83","월세","202408","09","500","42","2019","홍도로","202408~202508","신규","-","","","단독다가구"
"26739","대전광역시 대덕구 중리동","3**","12m미만","50.00","월세","202408","09","1,000","45","2005","중리로31번길","202408~202608","신규","-","","","단독다가구"
"26740","서울특별시 강서구 내발산동","7**","12m미만","41.50","전세","202408","09","10,000","0","1990","강서로48길","202408~202608","신규","-","","","단독다가구"
"26741","인천광역시 부평구 부평동","8**","8m미만","42.00","월세","202408","09","1,000","55","1989","신트리로36번길","202409~202608","신규","-","","","단독다가구"
"26742","인천광역시 서구 경서동","1***","25m미만","29.00","월세","202408","09","500","53","2015","이화로26번길","202408~202508","신규","-","","","단독다가구"
"26743","서울특별시 서대문구 홍은동","4**","8m미만","21.00","월세","202408","09","500","50","2002","증가로10길","202408~202508","신규","-","","","단독다가구"
"26744","부산광역시 금정구 부곡동","7**","8m미만","67.34","월세","202408","09","0","20","1976","서동로60번길","202408~202608","신규","-","","","단독다가구"
"26745","부산광역시 금정구 부곡동","3**","8m미만","66.12","월세","202408","09","2,000","30","1978","가마실로","202408~202608","신규","-","","","단독다가구"
"26746","부산광역시 남구 대연동","1***","8m미만","82.02","전세","202408","09","12,500","0","1983","유엔평화로38번길","202410~202610","신규","-","","","단독다가구"
"26747","부산광역시 남구 대연동","1***","8m미만","10.27","월세","202408","09","300","34","2017","진남로69번길","202408~202508","신규","-","","","단독다가구"
"26748","서울특별시 양천구 신월동","5**","25m미만","37.03","전세","202408","09","9,500","0","1982","오목로","202408~202608","신규","-","","","단독다가구"
"26749","서울특별시 양천구 신월동","5**","8m미만","32.18","월세","202408","09","600","30","1993","오목로","-","-","-","","","단독다가구"
"26750","서울특별시 서초구 방배동","9**","25m미만","45.00","전세","202408","09","26,500","0","1996","도구로","202409~202609","신규","-","","","단독다가구"
"26751","서울특별시 송파구 잠실동","2**","12m미만","80.00","전세","202408","09","38,000","0","2003","삼전로9길","202408~202508","갱신","-","37,000","0","단독다가구"
"26752","인천광역시 서구 심곡동","3**","12m미만","25.00","월세","202408","09","300","37","2002","탁옥로86번길","202408~202508","신규","-","","","단독다가구"
"26753","서울특별시 송파구 송파동","2*","12m미만","28.00","월세","202408","09","1,000","59","1984","백제고분로41길","202408~202508","신규","-","","","단독다가구"
"26754","서울특별시 강동구 상일동","2**","8m미만","38.00","월세","202408","09","2,000","40","1988","상일로7길","202408~202608","신규","-","","","단독다가구"
"26755","대구광역시 수성구 수성동1가","6**","8m미만","79.83","전세","202408","09","6,000","0","1987","신천동로","202408~202608","신규","-","","","단독다가구"
"26756","인천광역시 남동구 논현동","5**","12m미만","233.98","전세","202408","09","45,000","0","2018","은봉로269번길","202411~202611","신규","-","","","단독다가구"
"26757","인천광역시 남동구 논현동","6**","12m미만","42.00","월세","202408","09","1,000","55","2010","논고개로136번길","202408~202508","신규","-","","","단독다가구"
"26758","서울특별시 서초구 방배동","7**","8m미만","50.00","전세","202408","09","26,250","0","1996","동광로5길","202408~202608","갱신","-","26,250","0","단독다가구"
"26759","인천광역시 남동구 수산동","6*","8m미만","26.45","월세","202408","09","1,000","90","","경신로","202408~202608","신규","-","","","단독다가구"
"26760","서울특별시 서초구 방배동","8**","25m미만","55.00","전세","202408","09","35,000","0","2003","방배중앙로","202410~202610","신규","-","","","단독다가구"
"26761","광주광역시 서구 내방동","8**","12m미만","29.00","월세","202408","09","200","35","2011","월드컵4강로198번길","202408~202508","신규","-","","","단독다가구"
"26762","서울특별시 동작구 대방동","3**","8m미만","20.80","월세","202408","09","5,000","45","2021","대방동15나길","202408~202608","신규","-","","","단독다가구"
"26763","광주광역시 북구 용봉동","1***","12m미만","42.00","월세","202408","09","200","43","2016","용봉택지로13번길","202408~202508","신규","-","","","단독다가구"
"26764","서울특별시 동작구 대방동","3**","8m미만","17.77","전세","202408","09","13,000","0","1971","대방동3길","-","-","-","","","단독다가구"
"26765","서울특별시 동작구 대방동","4**","8m미만","17.00","월세","202408","09","200","35","2018","여의대방로24나길","202408~202508","신규","-","","","단독다가구"
"26766","부산광역시 동래구 명륜동","5**","8m미만","34.00","월세","202408","09","500","45","2014","충렬대로","202408~202508","신규","-","","","단독다가구"
"26767","부산광역시 강서구 범방동","1***","12m미만","33.00","월세","202408","09","200","30","2018","범방3로67번길","202408~202508","신규","-","","","단독다가구"
"26768","서울특별시 마포구 합정동","1**","8m미만","35.00","전세","202408","09","13,000","0","1991","토정로","202410~202609","갱신","-","11,000","0","단독다가구"
"26769","인천광역시 서구 석남동","4**","8m미만","210.25","월세","202408","09","1,000","40","1988","강남로7번길","202410~202610","신규","-","","","단독다가구"
"26770","서울특별시 서초구 방배동","8**","8m미만","49.16","전세","202408","09","30,900","0","2006","동광로10길","202408~202608","갱신","-","30,200","0","단독다가구"
"26771","부산광역시 강서구 신호동","2**","8m미만","27.20","월세","202408","09","500","47","2022","신호산단4로64번길","202408~202508","신규","-","","","단독다가구"
"26772","부산광역시 부산진구 개금동","5**","8m미만","30.74","전세","202408","09","7,000","0","1976","복지로","202410~202610","신규","-","","","단독다가구"
"26773","인천광역시 남동구 만수동","9**","12m미만","79.20","월세","202408","09","3,000","60","1994","구월남로355번길","-","-","-","","","단독다가구"
"26774","부산광역시 연제구 거제동","9**","12m미만","79.80","월세","202408","09","7,000","10","1988","아시아드대로46번길","202408~202608","신규","-","","","단독다가구"
"26775","서울특별시 영등포구 도림동","1**","12m미만","52.00","전세","202408","09","13,000","0","1995","도림로108가길","202409~202609","신규","-","","","단독다가구"
"26776","서울특별시 영등포구 도림동","7*","12m미만","26.00","월세","202408","09","5,000","70","2014","도신로","202408~202508","신규","-","","","단독다가구"
"26777","서울특별시 동작구 상도동","5**","25m이상","20.00","월세","202408","09","1,000","30","1995","상도로","202408~202608","신규","-","","","단독다가구"
"26778","서울특별시 동작구 상도동","2**","8m미만","24.00","월세","202408","09","1,000","55","2005","장승배기로1길","202408~202608","신규","-","","","단독다가구"
"26779","서울특별시 영등포구 도림동","2**","8m미만","23.10","전세","202408","09","3,000","0","1991","도신로15나길","202408~202608","신규","-","","","단독다가구"
"26780","서울특별시 영등포구 도림동","1**","12m미만","22.00","전세","202408","09","9,500","0","2017","도림로108길","202408~202608","신규","-","","","단독다가구"
"26781","부산광역시 부산진구 가야동","4**","12m미만","40.80","전세","202408","09","4,500","0","2002","가야대로552번길","202409~202609","신규","-","","","단독다가구"
"26782","인천광역시 서구 마전동","1***","12m미만","33.00","월세","202408","09","500","43","2018","원당대로685번5길","202408~202508","신규","-","","","단독다가구"
"26783","서울특별시 동작구 사당동","1***","8m미만","36.00","월세","202408","09","1,000","50","1991","남부순환로269가길","202409~202609","신규","-","","","단독다가구"
"26784","서울특별시 동작구 사당동","1***","8m미만","51.28","월세","202408","09","1,000","62","1996","동작대로15길","202408~202608","갱신","-","1,000","60","단독다가구"
"26785","서울특별시 동작구 사당동","2**","8m미만","36.00","월세","202408","09","2,000","70","1993","사당로16다길","202408~202608","갱신","-","2,000","60","단독다가구"
"26786","서울특별시 동작구 사당동","1***","8m미만","22.50","월세","202408","09","500","55","1992","동작대로15가길","202408~202608","신규","-","","","단독다가구"
"26787","서울특별시 동작구 사당동","2**","12m미만","24.00","월세","202408","09","1,000","53","2001","사당로14가길","202411~202611","갱신","사용","1,000","50","단독다가구"
"26788","대구광역시 달서구 본리동","1***","12m미만","75.00","월세","202408","09","1,000","60","2002","대명천로55길","202408~202608","신규","-","","","단독다가구"
"26789","서울특별시 동작구 사당동","4**","8m미만","15.00","전세","202408","09","11,000","0","2017","남부순환로257가길","202409~202609","신규","-","","","단독다가구"
"26790","인천광역시 남동구 간석동","5**","8m미만","16.00","월세","202408","09","100","35","2002","문화로169번길","202408~202502","신규","-","","","단독다가구"
"26791","인천광역시 남동구 간석동","4**","8m미만","65.88","전세","202408","09","15,000","0","1975","예술로284번길","202409~202609","신규","-","","","단독다가구"
"26792","서울특별시 동작구 사당동","4*","8m미만","29.00","월세","202408","09","1,000","60","1989","동작대로35차길","202408~202602","신규","-","","","단독다가구"
"26793","서울특별시 동작구 사당동","1***","12m미만","20.00","월세","202408","09","500","44","1976","동작대로7길","202408~202608","신규","-","","","단독다가구"
"26794","서울특별시 동작구 사당동","4**","8m미만","19.00","월세","202408","09","1,000","50","2008","남부순환로265길","202408~202608","신규","-","","","단독다가구"
"26795","서울특별시 동작구 사당동","2**","8m미만","19.83","월세","202408","09","5,000","35","2010","솔밭로","202408~202608","신규","-","","","단독다가구"
"26796","서울특별시 서대문구 북가좌동","6*","12m미만","47.00","월세","202408","09","3,000","60","1994","증가로","202408~202408","신규","-","","","단독다가구"
"26797","서울특별시 서대문구 북가좌동","3**","8m미만","46.50","월세","202408","09","10,000","23","1995","수색로8길","202408~202608","갱신","사용","10,000","20","단독다가구"
"26798","서울특별시 동작구 사당동","1***","8m미만","18.00","월세","202408","09","11,000","35","2022","사당로28길","202409~202609","신규","-","","","단독다가구"
"26799","서울특별시 동작구 흑석동","1**","8m미만","18.18","월세","202408","09","400","45","1997","흑석로9길","202408~202602","신규","-","","","단독다가구"
"26800","인천광역시 서구 원당동","8**","12m미만","33.05","월세","202408","09","500","38","2021","고산후로161번안길","202408~202508","신규","-","","","단독다가구"
"26801","부산광역시 수영구 망미동","4**","12m미만","20.41","월세","202408","09","1,000","42","","과정로5번길","-","-","-","","","단독다가구"
"26802","서울특별시 영등포구 대림동","6**","25m미만","39.60","월세","202408","09","2,000","40","1988","가마산로46가길","202409~202609","신규","-","","","단독다가구"
"26803","서울특별시 영등포구 대림동","8**","8m미만","46.28","월세","202408","09","300","37","1991","대림로17길","202409~202609","신규","-","","","단독다가구"
"26804","서울특별시 서초구 서초동","1***","8m미만","40.00","월세","202408","09","10,000","30","2000","반포대로24길","202410~202510","신규","-","","","단독다가구"
"26805","서울특별시 서초구 서초동","1***","8m미만","27.00","전세","202408","09","11,000","0","1995","효령로74길","202409~202609","신규","-","","","단독다가구"
"26806","서울특별시 영등포구 대림동","9**","8m미만","20.00","전세","202408","09","11,000","0","2015","시흥대로187길","202409~202609","신규","-","","","단독다가구"
"26807","부산광역시 수영구 수영동","1**","8m미만","135.84","월세","202408","09","2,000","30","1974","수영성로26번길","202408~202608","신규","-","","","단독다가구"
"26808","인천광역시 서구 청라동","1**","12m미만","60.00","전세","202408","09","13,500","0","2013","청라라임로122번길","202408~202608","신규","-","","","단독다가구"
"26809","인천광역시 남동구 구월동","1***","8m미만","26.22","월세","202408","09","500","55","2023","문화서로4번길","202408~202508","신규","-","","","단독다가구"
"26810","인천광역시 남동구 구월동","1***","12m미만","33.00","월세","202408","09","200","27","1998","문화서로65번길","202409~202609","신규","-","","","단독다가구"
"26811","인천광역시 남동구 구월동","1***","12m미만","19.83","월세","202408","09","500","47","2019","문화로89번길","202408~202508","신규","-","","","단독다가구"
"26812","인천광역시 서구 청라동","1**","12m미만","65.80","월세","202408","09","1,500","75","2018","청라커낼로329번길","202409~202609","신규","-","","","단독다가구"
"26813","인천광역시 서구 청라동","1**","12m미만","60.00","전세","202408","09","14,700","0","2012","청라라임로122번길","202408~202608","신규","-","","","단독다가구"
"26814","인천광역시 연수구 송도동","3*","25m이상","84.98","전세","202408","09","40,000","0","","인천타워대로","202408~202608","신규","-","","","단독다가구"
"26815","부산광역시 동구 수정동","8**","8m미만","29.29","전세","202408","09","4,000","0","1962","수정로17번길","202409~202609","신규","-","","","단독다가구"
"26816","부산광역시 동구 수정동","2**","12m미만","223.00","월세","202408","09","1,000","40","1968","중앙대로361번길","202408~202608","신규","-","","","단독다가구"
"26817","서울특별시 관악구 신림동","6**","8m미만","92.30","월세","202408","09","1,500","45","1993","법원단지길","202408~202608","신규","-","","","단독다가구"
"26818","서울특별시 관악구 남현동","1***","8m미만","20.00","월세","202408","09","8,000","10","2019","남현4길","-","-","-","","","단독다가구"
"26819","서울특별시 동작구 흑석동","2**","8m미만","23.00","월세","202408","09","300","48","1993","흑석로6나길","202408~202502","신규","-","","","단독다가구"
"26820","대구광역시 북구 대현동","2*","8m미만","20.00","전세","202408","09","5,500","0","2018","경대로7길","202408~202702","신규","-","","","단독다가구"
"26821","서울특별시 마포구 노고산동","*","8m미만","46.62","월세","202408","09","1,000","85","1989","신촌로24안길","202408~202508","신규","-","","","단독다가구"
"26822","서울특별시 양천구 목동","7**","8m미만","94.55","월세","202408","09","5,000","120","","목동중앙남로2길","202409~202609","신규","-","","","단독다가구"
"26823","서울특별시 강서구 공항동","5*","8m미만","57.80","전세","202408","09","10,000","0","2004","송정로","202410~202610","신규","-","","","단독다가구"
"26824","서울특별시 동작구 신대방동","6**","8m미만","19.80","전세","202408","09","3,000","0","1993","신대방1나길","202408~202608","신규","-","","","단독다가구"
"26825","서울특별시 동작구 신대방동","6**","8m미만","18.00","월세","202408","09","2,000","40","2016","신대방1나길","-","-","-","","","단독다가구"
"26826","서울특별시 서초구 잠원동","4*","8m미만","41.96","월세","202408","09","13,000","45","1978","신반포로43길","202409~202609","신규","-","","","단독다가구"
"26827","서울특별시 서대문구 창천동","6*","8m미만","13.20","월세","202408","09","500","78","2021","신촌로11길","202408~202508","신규","-","","","단독다가구"
"26828","서울특별시 서대문구 창천동","9*","8m미만","19.83","월세","202408","09","2,000","55","","성산로20길","202408~202508","신규","-","","","단독다가구"
"26829","서울특별시 관악구 남현동","1***","8m미만","67.00","전세","202408","09","18,100","0","1989","남현2길","202407~202607","갱신","-","18,000","0","단독다가구"
"26830","서울특별시 관악구 남현동","1***","8m미만","16.00","전세","202408","09","13,000","0","2011","남현4길","202409~202609","신규","-","","","단독다가구"
"26831","인천광역시 연수구 연수동","5**","8m미만","21.45","월세","202408","09","200","35","1994","새말로99번길","202408~202608","신규","-","","","단독다가구"
"26832","광주광역시 동구 서석동","4**","8m미만","27.00","월세","202408","09","200","29","2008","필문대로295번길","202408~202508","신규","-","","","단독다가구"
"26833","서울특별시 강동구 천호동","4**","8m미만","36.99","월세","202408","09","3,000","74","1994","올림픽로71길","202409~202609","신규","-","","","단독다가구"
"26834","서울특별시 강동구 천호동","5*","12m미만","45.00","월세","202408","09","1,000","50","1997","천중로35길","202408~202608","신규","-","","","단독다가구"
"26835","서울특별시 강동구 천호동","4**","8m미만","36.99","월세","202408","09","3,000","74","1994","올림픽로71길","-","-","-","","","단독다가구"
"26836","서울특별시 강동구 천호동","7*","8m미만","165.00","전세","202408","09","15,000","0","1997","상암로28길","202408~202608","갱신","-","14,000","0","단독다가구"
"26837","서울특별시 강동구 천호동","3**","8m미만","31.16","전세","202408","09","7,000","0","1984","구천면로11길","202408~202608","신규","-","","","단독다가구"
"26838","서울특별시 강동구 천호동","1*","8m미만","31.00","월세","202408","09","1,000","30","1994","상암로39길","202408~202608","신규","-","","","단독다가구"
"26839","서울특별시 강동구 천호동","3**","8m미만","60.63","전세","202408","09","20,000","0","1997","올림픽로77길","202408~202608","갱신","-","19,000","0","단독다가구"
"26840","서울특별시 강동구 천호동","4**","8m미만","37.20","월세","202408","09","1,000","40","1993","올림픽로71길","202408~202608","신규","-","","","단독다가구"
"26841","대구광역시 중구 완전동","*","8m미만","25.00","월세","202408","09","300","36","2015","교동3길","202408~202508","신규","-","","","단독다가구"
"26842","광주광역시 서구 농성동","3**","8m미만","212.92","월세","202408","09","200","30","2016","상무대로1189번길","202408~202508","신규","-","","","단독다가구"
"26843","인천광역시 연수구 옥련동","1**","8m미만","32.00","월세","202408","09","500","35","2007","독배로90번길","202408~202508","신규","-","","","단독다가구"
"26844","서울특별시 강서구 방화동","6**","8m미만","62.40","전세","202408","09","13,000","0","1973","초원로10길","202409~202609","신규","-","","","단독다가구"
"26845","서울특별시 강서구 방화동","2**","12m미만","20.00","전세","202408","09","4,500","0","1993","양천로24길","202409~202609","신규","-","","","단독다가구"
"26846","서울특별시 서대문구 대신동","9*","12m미만","25.00","월세","202408","09","1,000","90","1998","성산로","202408~202508","신규","-","","","단독다가구"
"26847","서울특별시 영등포구 당산동3가","3**","8m미만","20.00","전세","202408","09","17,000","0","2019","당산로24길","202408~202608","신규","-","","","단독다가구"
"26848","서울특별시 강동구 성내동","4**","8m미만","33.00","월세","202408","09","5,000","40","1994","양재대로91나길","202408~202608","신규","-","","","단독다가구"
"26849","서울특별시 금천구 독산동","1***","8m미만","36.48","전세","202408","09","8,000","0","1989","독산로73길","202409~202609","신규","-","","","단독다가구"
"26850","서울특별시 양천구 신정동","9**","8m미만","24.00","월세","202408","09","1,000","50","2003","은행정로18길","202409~202609","신규","-","","","단독다가구"
"26851","서울특별시 양천구 신정동","1***","8m미만","149.93","월세","202408","09","500","40","1992","은행정로1길","202408~202608","신규","-","","","단독다가구"
"26852","서울특별시 서대문구 남가좌동","*","12m미만","25.00","월세","202408","09","500","40","1991","명지대5길","202408~202508","신규","-","","","단독다가구"
"26853","서울특별시 강동구 성내동","1**","8m미만","96.00","전세","202408","09","13,000","0","1987","천호대로168라길","202411~202611","신규","-","","","단독다가구"
"26854","서울특별시 서대문구 남가좌동","*","8m미만","49.92","월세","202408","09","5,000","30","1969","명지대1가길","202409~202609","신규","-","","","단독다가구"
"26855","서울특별시 강동구 성내동","1**","8m미만","42.24","전세","202408","09","13,000","0","1987","천호대로168라길","202411~202611","신규","-","","","단독다가구"
"26856","서울특별시 양천구 신정동","9**","8m미만","74.85","전세","202408","09","20,050","0","","중앙로54길","202408~202608","신규","-","","","단독다가구"
"26857","인천광역시 중구 운남동","1***","12m미만","23.00","월세","202408","09","150","23","2015","운중로13번길","-","-","-","","","단독다가구"
"26858","서울특별시 동작구 상도동","5*","25m미만","19.00","월세","202408","09","1,000","65","2023","상도로53길","202408~202602","신규","-","","","단독다가구"
"26859","대구광역시 동구 효목동","6*","8m미만","23.00","월세","202408","09","300","30","2017","아양로40길","202408~202508","신규","-","","","단독다가구"
"26860","서울특별시 관악구 신림동","1***","8m미만","17.00","월세","202408","09","300","38","","남부순환로166길","-","-","-","","","단독다가구"
"26861","서울특별시 관악구 신림동","1***","8m미만","17.00","월세","202408","09","300","38","","남부순환로166길","202408~202510","신규","-","","","단독다가구"
"26862","서울특별시 관악구 신림동","6**","8m미만","24.00","월세","202408","09","500","42","","법원단지13길","-","-","-","","","단독다가구"
"26863","서울특별시 관악구 신림동","1***","25m미만","17.75","월세","202408","09","250","40","1986","신림로","202409~202502","신규","-","","","단독다가구"
"26864","서울특별시 관악구 신림동","1***","8m미만","13.50","월세","202408","09","100","32","1996","대학6길","202408~202608","신규","-","","","단독다가구"
"26865","서울특별시 관악구 신림동","6**","8m미만","19.00","월세","202408","09","3,000","70","2019","난곡로15길","202409~202509","신규","-","","","단독다가구"
"26866","서울특별시 관악구 신림동","6**","12m미만","39.00","월세","202408","09","1,000","55","1997","법원단지12길","202409~202609","신규","-","","","단독다가구"
