"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"42365","인천광역시 계양구 작전동","580","0580","0000","현대2-2차","84.9300","202408","03","36,400","211","13","개인","개인","1993","효서로 381","-","중개거래","인천 계양구","24.09.30"
"42366","인천광역시 계양구 작전동","912-4","0912","0004","도두리마을롯데","59.5200","202408","03","29,500","512","18","개인","개인","1997","도두리로 62","-","중개거래","인천 계양구","24.09.03"
"42367","대구광역시 동구 각산동","1029","1029","0000","대구혁신도시서한이다음","73.7000","202408","03","28,500","205","9","개인","개인","2015","이노밸리로29길 56","-","중개거래","대구 동구","24.11.13"
"42368","울산광역시 동구 전하동","779","0779","0000","스위첸웰츠타워1차","84.9590","202408","03","45,000","101동","8","개인","개인","2022","방어진순환도로 863","-","중개거래","울산 동구","24.10.31"
"42369","인천광역시 연수구 송도동","190-4","0190","0004","송도더샵센트럴시티","72.9900","202408","03","72,500","205동","19","개인","개인","2018","송도국제대로 261","-","중개거래","인천 연수구","24.10.04"
"42370","인천광역시 연수구 송도동","101","0101","0000","송도더샵퍼스트파크F14BL","59.9800","202408","03","76,000","1401","17","개인","개인","2017","컨벤시아대로252번길 50","-","중개거래","인천 연수구","24.10.21"
"42371","인천광역시 연수구 송도동","191-4","0191","0004","송도에듀포레푸르지오","72.2170","202408","03","65,500","204","17","개인","개인","2016","송도문화로84번길 24","-","중개거래","인천 연수구","24.09.09"
"42372","인천광역시 연수구 송도동","18-5","0018","0005","송도더샵그린워크3차(17-1블럭)","69.9100","202408","03","67,500","1703","16","개인","개인","2015","아트센터대로97번길 20","-","중개거래","인천 연수구","24.12.05"
"42373","인천광역시 연수구 송도동","33-1","0033","0001","송도아트윈푸르지오","114.9500","202408","03","105,000","송도아트윈푸르지오102","13","개인","개인","2015","인천타워대로 253-25","-","중개거래","인천 연수구","24.10.29"
"42374","울산광역시 동구 서부동","257-30","0257","0030","현대패밀리서부2","49.1100","202408","03","8,950","201","2","개인","개인","1995","방어진순환도로 999","-","중개거래","울산 동구","24.08.26"
"42375","인천광역시 계양구 효성동","21-11","0021","0011","현대1","84.9450","202408","03","29,700","105","15","개인","개인","1991","길마로78번길 3","-","중개거래","인천 계양구","24.08.26"
"42376","인천광역시 계양구 효성동","677","0677","0000","e편한세상 계양 더프리미어","46.4818","202408","03","34,000","112","14","개인","개인","2021","효서로 145","-","중개거래","인천 계양구","24.08.08"
"42377","대구광역시 북구 칠성동2가","738","0738","0000","대구역한라하우젠트센텀","84.9482","202408","03","38,000","-","34","개인","개인","2021","칠성남로 100","20240828","중개거래","대구 북구","-"
"42378","울산광역시 북구 매곡동","917","0917","0000","오토밸리로효성해링턴플레이스아파트","84.7991","202408","03","34,700","-","17","개인","개인","2016","신천로 105","20240822","중개거래","울산 북구","-"
"42379","울산광역시 북구 매곡동","917","0917","0000","오토밸리로효성해링턴플레이스아파트","84.7991","202408","03","34,700","113동","17","개인","개인","2016","신천로 105","-","중개거래","울산 북구","24.10.11"
"42380","인천광역시 연수구 동춘동","가-","0000","0000","송도파크레인동일하이빌","84.9948","202408","03","49,300","1005동","4","개인","개인","2019","능허대로 343","-","중개거래","인천 연수구","24.10.16"
"42381","대구광역시 달성군 유가읍 봉리","601","0601","0000","하나리움퀸즈파크","59.8767","202408","03","16,350","103","23","개인","개인","2015","테크노북로 164","-","중개거래","대구 달성군","24.09.23"
"42382","대구광역시 달성군 유가읍 봉리","625","0625","0000","제일풍경채센트럴","63.4314","202408","03","23,300","211동","16","개인","개인","2016","테크노대로 165","-","중개거래","대구 달성군","24.11.01"
"42383","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9959","202408","03","44,800","102동","5","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 부평구","24.09.26"
"42384","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","59.9730","202408","03","52,500","104","5","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.10.08"
"42385","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202408","03","37,300","제105동","14","개인","개인","1992","갈월서로 45","-","중개거래","경기 부천시 원미구, 인천 부평구","24.10.31"
"42386","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202408","03","27,500","105","6","개인","개인","2000","부평북로 431","-","중개거래","인천 부평구","24.10.25"
"42387","울산광역시 북구 중산동","1277-1","1277","0001","울산오토밸리로Z00M파크","59.8500","202408","03","23,800","104","11","개인","개인","2016","중산서로 19","-","중개거래","울산 북구, 울산 중구","24.09.20"
"42388","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","98.9100","202408","03","43,500","제113","17","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.10.30"
"42389","인천광역시 부평구 청천동","199-24","0199","0024","미가로","84.9644","202408","03","36,000","101동","4","개인","개인","2006","길주로 491","-","중개거래","인천 부평구","24.09.27"
"42390","대구광역시 남구 대명동","3072","3072","0000","대명역센트럴엘리프","84.6292","202408","03","54,800","111","25","개인","개인","2022","대명로14길 60","-","중개거래","대구 남구, 대구 달서구","25.01.23"
"42391","대구광역시 달성군 현풍읍 중리","485","0485","0000","대구테크노폴리스일동미라주더파크","84.7935","202408","03","24,500","-","7","개인","개인","2017","테크노북로2길 9","20240930","중개거래","대구 달성군","-"
"42392","인천광역시 연수구 동춘동","1149","1149","0000","서해그랑블포레스트","59.8632","202408","03","39,200","201동","12","개인","개인","2019","능허대로446번길 12","-","중개거래","인천 연수구","24.11.29"
"42393","인천광역시 연수구 동춘동","931","0931","0000","무지개마을","59.7600","202408","03","32,700","12","7","개인","개인","1995","원인재로 14","-","중개거래","인천 연수구","24.08.28"
"42394","대구광역시 달성군 현풍읍 중리","485","0485","0000","대구테크노폴리스일동미라주더파크","84.7935","202408","03","24,000","104동","12","개인","개인","2017","테크노북로2길 9","-","중개거래","대구 달성군","24.09.06"
"42395","울산광역시 북구 천곡동","410-1","0410","0001","쌍용아진그린4","59.9800","202408","03","14,000","412","15","개인","개인","1998","천곡남로 38","-","중개거래","울산 북구","24.10.30"
"42396","울산광역시 북구 천곡동","418","0418","0000","삼성코아루","59.9890","202408","03","18,500","116","15","개인","개인","2005","천곡남로 37","-","중개거래","울산 북구","24.11.19"
"42397","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202408","03","34,300","210","12","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","24.08.19"
"42398","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","52.2900","202408","03","24,500","213","9","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","24.08.09"
"42399","인천광역시 연수구 동춘동","961","0961","0000","태평2","59.8850","202408","03","27,000","101동,상가","14","개인","개인","1995","청능대로 38","-","중개거래","인천 연수구","24.10.16"
"42400","인천광역시 연수구 동춘동","943","0943","0000","동남","52.1400","202408","03","21,400","103","15","개인","개인","1994","먼우금로 19","-","중개거래","인천 연수구","24.11.04"
"42401","인천광역시 연수구 동춘동","943","0943","0000","동남","52.1400","202408","03","19,200","105","1","개인","개인","1994","먼우금로 19","-","중개거래","인천 연수구","24.10.10"
"42402","인천광역시 부평구 산곡동","179-92","0179","0092","현대(179-92)","84.9400","202408","03","36,000","104","13","개인","개인","1999","원적로269번길 15","-","중개거래","인천 부평구","24.10.15"
"42403","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","54.5200","202408","03","22,400","102","4","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","24.09.05"
"42404","인천광역시 부평구 산곡동","82-36","0082","0036","동원(82-36)","46.8000","202408","03","14,000","1","6","개인","개인","1989","길주로326번길 45","-","중개거래","인천 부평구","24.10.17"
"42405","인천광역시 부평구 산곡동","145","0145","0000","경남3차","123.9300","202408","03","42,500","301","7","개인","개인","1992","마장로272번길 89","-","중개거래","인천 부평구","24.10.15"
"42406","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","59.9500","202408","03","43,800","101","4","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.09.24"
"42407","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","72.6100","202408","03","56,700","102","16","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.09.30"
"42408","인천광역시 부평구 산곡동","65-1","0065","0001","세창짜임","71.1171","202408","03","23,500","101","1","개인","개인","2005","마곡로 17","-","중개거래","인천 부평구","24.09.25"
"42409","세종특별자치시  소담동","586","0586","0000","새샘마을6단지(한신더휴펜타힐스)","59.9200","202408","03","40,700","606","6","개인","개인","2017","남세종로 302","-","중개거래","세종","24.10.22"
"42410","대구광역시 동구 각산동","1054","1054","0000","대구혁신엘에이치4단지","59.7500","202408","03","18,500","404","5","개인","개인","2017","경안로 956","-","중개거래","대구 동구","24.08.29"
"42411","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202408","03","45,000","118","22","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.08.14"
"42412","인천광역시 부평구 십정동","629","0629","0000","서희스타힐스부평센트럴","59.9376","202408","03","36,700","105동","8","개인","개인","2021","상정로 41","-","중개거래","인천 부평구","24.11.05"
"42413","울산광역시 북구 양정동","500-33","0500","0033","양정힐스테이트","84.9570","202408","03","26,700","106","3","개인","개인","2007","염포로 459","-","중개거래","울산 북구","24.09.30"
"42414","인천광역시 중구 신흥동3가","31-13","0031","0013","인천유림노르웨이숲에듀오션","59.1069","202408","03","29,500","102동","31","개인","개인","2023","서해대로 278","-","중개거래","인천 중구","24.08.27"
"42415","울산광역시 북구 화봉동","1491-3","1491","0003","지웰푸르지오","84.9623","202408","03","57,000","101동","10","개인","개인","2019","박상진4로 72","-","중개거래","울산 북구","24.10.11"
"42416","인천광역시 중구 중산동","1881-1","1881","0001","하늘도시우미린1단지","59.9600","202408","03","29,800","-","21","개인","개인","2012","은하수로 351","20241120","중개거래","인천 중구","-"
"42417","인천광역시 중구 중산동","1881-1","1881","0001","하늘도시우미린1단지","59.5500","202408","03","29,300","830","22","개인","개인","2012","은하수로 351","-","중개거래","인천 부평구, 인천 중구","24.10.15"
"42418","인천광역시 중구 중산동","1887-2","1887","0002","영종힐스테이트","83.2940","202408","03","39,500","913","10","개인","법인","2012","하늘별빛로 66","-","중개거래","인천 중구","24.09.09"
"42419","울산광역시 북구 송정동","1207-2","1207","0002","울산송정호반베르디움","84.9730","202408","03","52,500","104동","10","개인","개인","2018","박상진3로 5","-","중개거래","울산 북구","24.11.01"
"42420","인천광역시 부평구 부개동","442-3","0442","0003","한국","84.0200","202408","03","28,000","103","6","개인","개인","1992","동수로120번길 11","-","중개거래","인천 부평구","24.09.09"
"42421","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.7400","202408","03","50,000","13","8","개인","개인","1989","부평문화로 37","-","중개거래","인천 부평구","24.11.01"
"42422","인천광역시 부평구 부평동","947","0947","0000","래미안부평","59.9230","202408","03","52,800","112","15","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.10.31"
"42423","인천광역시 중구 중산동","1872-1","1872","0001","영종신명스카이뷰주얼리","57.0160","202408","03","26,700","741","19","개인","개인","2013","하늘달빛로 95","-","중개거래","인천 중구","24.09.05"
"42424","인천광역시 중구 중산동","1887-4","1887","0004","e편한세상영종국제도시오션하임","84.9515","202408","03","42,000","113동","1","개인","개인","2018","두미포로 112","-","중개거래","인천 중구","24.10.31"
"42425","울산광역시 울주군 온산읍 덕신리","1329-4","1329","0004","덕신동백","49.8500","202408","03","8,500","102","7","개인","개인","1992","영남7길 21","-","중개거래","울산 울주군","24.08.05"
"42426","인천광역시 중구 중산동","1887-4","1887","0004","e편한세상영종국제도시오션하임","84.9777","202408","03","42,800","115동","2","개인","개인","2018","두미포로 112","-","중개거래","인천 중구","25.01.20"
"42427","울산광역시 울주군 언양읍 어음리","175","0175","0000","e편한세상울산역어반스퀘어","84.8763","202408","03","44,300","103동","13","개인","개인","2022","언양로 77","-","직거래","-","24.10.14"
"42428","대구광역시 서구 평리동","1676","1676","0000","평리롯데캐슬","99.0171","202408","03","31,800","114","2","개인","개인","2009","국채보상로 316","-","중개거래","경북 경산시, 대구 서구","24.11.15"
"42429","울산광역시 울주군 언양읍 서부리","236","0236","0000","삼성아파트","59.9100","202408","03","11,800","102","3","개인","개인","1996","웃방천1길 33","-","중개거래","울산 울주군","24.08.30"
"42430","울산광역시 울주군 온양읍 대안리","750","0750","0000","울산온양일동미라주아파트","73.2358","202408","03","33,000","101동","8","개인","개인","2018","대안3길 46","-","중개거래","울산 울주군","24.08.30"
"42431","인천광역시 남동구 논현동","749-1","0749","0001","논현센트럴뷰","59.5800","202408","03","42,000","401","7","개인","개인","2014","논고개로68번길 34","-","중개거래","인천 남동구","24.09.27"
"42432","인천광역시 남동구 논현동","756-1","0756","0001","에코메트로6","84.9920","202408","03","51,500","604","16","개인","개인","2010","아암대로1503번길 98","-","중개거래","인천 남동구","24.09.25"
"42433","인천광역시 남동구 논현동","634-1","0634","0001","어진마을한화꿈에그린(6단지)","119.9510","202408","03","54,000","607","28","개인","개인","2007","논현로 106","-","중개거래","인천 남동구","24.09.24"
"42434","인천광역시 남동구 논현동","600-9","0600","0009","주공13단지(푸르내마을)","59.5700","202408","03","28,500","1309","6","개인","개인","2006","포구로 98","-","중개거래","인천 남동구","24.10.10"
"42435","인천광역시 남동구 서창동","695","0695","0000","에코에비뉴","84.9600","202408","03","39,900","606","17","개인","개인","2014","서창남순환로 190-100","-","중개거래","인천 남동구","24.08.20"
"42436","인천광역시 남동구 서창동","692","0692","0000","서창센트라스아파트","84.9400","202408","03","39,000","808","2","개인","개인","2014","서창남순환로 201","-","중개거래","인천 남동구","24.10.15"
"42437","울산광역시 울주군 범서읍 구영리","798-1","0798","0001","구영현대아이파크","81.4200","202408","03","18,500","103","3","개인","개인","1991","점촌4길 43","-","중개거래","울산 울주군","24.09.30"
"42438","울산광역시 울주군 범서읍 구영리","204-1","0204","0001","구영1차우미린","123.5365","202408","03","58,700","307","20","개인","개인","2007","구영로 75-9","-","중개거래","울산 울주군","24.12.30"
"42439","울산광역시 울주군 범서읍 구영리","211-1","0211","0001","호반베르디움","84.3181","202408","03","35,700","102","3","개인","개인","2007","대리로 15-12","-","중개거래","울산 울주군","24.11.21"
"42440","울산광역시 울주군 범서읍 구영리","211-1","0211","0001","호반베르디움","71.0548","202408","03","32,500","105","9","개인","개인","2007","대리로 15-12","-","중개거래","울산 울주군","24.10.16"
"42441","울산광역시 울주군 범서읍 구영리","810-1","0810","0001","구영더라이징","84.8241","202408","03","32,500","-","10","개인","개인","2019","점촌5길 19","20240812","중개거래","울산 울주군","-"
"42442","울산광역시 울주군 범서읍 구영리","810-1","0810","0001","구영더라이징","84.8241","202408","03","32,500","제1동","10","개인","개인","2019","점촌5길 19","-","중개거래","울산 울주군, 울산 중구","24.12.20"
"42443","인천광역시 연수구 송도동","33-1","0033","0001","송도아트윈푸르지오","114.9500","202408","03","105,000","-","14","개인","개인","2015","인천타워대로 253-25","-","직거래","-","-"
"42444","인천광역시 연수구 송도동","161-3","0161","0003","송도캐슬&해모로","84.4815","202408","03","60,000","-","14","개인","개인","2013","송도과학로51번길 136","20241021","중개거래","인천 연수구","-"
"42445","인천광역시 연수구 송도동","161-3","0161","0003","송도캐슬&해모로","84.4815","202408","03","60,000","210","14","개인","개인","2013","송도과학로51번길 136","-","중개거래","인천 연수구","24.10.30"
"42446","인천광역시 연수구 송도동","23-4","0023","0004","더샵센트럴파크2","146.5057","202408","03","210,000","203","17","개인","개인","2011","센트럴로 194","-","중개거래","인천 연수구","24.09.03"
"42447","인천광역시 연수구 송도동","23-4","0023","0004","더샵센트럴파크2","146.5057","202408","03","210,000","-","17","개인","개인","2011","센트럴로 194","20240830","중개거래","인천 연수구","-"
"42448","인천광역시 연수구 송도동","9-6","0009","0006","송도웰카운티3단지","84.9100","202408","03","78,000","308","20","개인","개인","2010","해송로30번길 19","-","중개거래","인천 연수구","24.11.15"
"42449","인천광역시 남동구 만수동","905","0905","0000","효성상아","60.3300","202408","03","23,000","4","8","개인","개인","1985","백범로227번길 76","-","중개거래","인천 남동구","24.08.21"
"42450","인천광역시 남동구 만수동","1049","1049","0000","담방마을","49.9200","202408","03","19,500","107","17","개인","개인","1994","매소홀로 1030","-","중개거래","인천 남동구","24.08.12"
"42451","인천광역시 남동구 만수동","1115-1","1115","0001","포레시안","84.9300","202408","03","46,500","105","21","개인","개인","2011","만수서로 55","-","중개거래","인천 남동구","24.10.11"
"42452","인천광역시 연수구 송도동","16-4","0016","0004","더샵엑스포10단지","115.0662","202408","03","90,000","1001","17","개인","개인","2009","컨벤시아대로42번길 95","-","중개거래","인천 연수구","24.11.29"
"42453","인천광역시 중구 운남동","1550","1550","0000","영종자이","138.6111","202408","03","48,000","105","12","개인","개인","2009","운남서로 7","-","중개거래","인천 중구","24.10.07"
"42454","인천광역시 연수구 송도동","2-7","0002","0007","송도풍림아이원1단지","84.7167","202408","03","59,500","114","2","개인","개인","2005","신송로118번길 6","-","중개거래","인천 연수구","25.04.25"
"42455","인천광역시 중구 운서동","3104-1","3104","0001","운서SKVIEWSkycity","77.8532","202408","03","40,800","221동","16","개인","개인","2022","흰바위로 203","-","중개거래","인천 중구","24.09.25"
"42456","인천광역시 중구 운서동","3104-1","3104","0001","운서SKVIEWSkycity","84.9630","202408","03","43,400","220동","3","개인","개인","2022","흰바위로 203","-","중개거래","인천 중구","24.11.29"
"42457","울산광역시 울주군 청량읍 상남리","878-1","0878","0001","덕하상남지구골드클래스","84.8249","202408","03","35,800","104동","16","개인","개인","2017","상남길 25","-","중개거래","울산 울주군","24.09.27"
"42458","인천광역시 남동구 간석동","617-31","0617","0031","영남","43.5900","202408","03","9,700","1","4","개인","개인","1988","경원대로 950","-","중개거래","인천 남동구","24.08.08"
"42459","인천광역시 남동구 간석동","122-15","0122","0015","솔리채(122-15)","49.4100","202408","03","16,700","-","9","개인","개인","2017","용천로153번길 20","-","중개거래","경기 부천시 원미구","24.08.26"
"42460","인천광역시 남동구 간석동","939-1","0939","0001","간석래미안자이","59.9100","202408","03","45,000","104","19","개인","개인","2008","남동대로 860","-","중개거래","인천 남동구","24.09.23"
"42461","인천광역시 남동구 간석동","616-7","0616","0007","간석신동아파밀리에명품","59.9427","202408","03","29,000","104동","12","개인","개인","2007","염전로 440","-","중개거래","인천 남동구","24.10.10"
"42462","인천광역시 남동구 간석동","938-1","0938","0001","어울림마을","126.2900","202408","03","50,000","102","6","개인","개인","2005","석산로 138","-","중개거래","인천 남동구","24.10.28"
"42463","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","59.9960","202408","03","34,000","122","2","개인","개인","2008","경원대로 884","-","중개거래","인천 미추홀구","24.10.07"
"42464","인천광역시 미추홀구 주안동","219-4","0219","0004","네오빌3차","17.5500","202408","03","4,670","-","11","개인","개인","2011","주안서로 40","-","중개거래","인천 미추홀구","24.08.08"
"42465","인천광역시 미추홀구 주안동","219-4","0219","0004","네오빌3차","17.5400","202408","03","4,670","-","12","개인","개인","2011","주안서로 40","-","중개거래","인천 미추홀구","24.08.08"
"42466","인천광역시 미추홀구 주안동","200-23","0200","0023","주안스타뷰아파트","64.5600","202408","03","18,500","-","15","개인","개인","2015","주안서로 19","-","중개거래","인천 미추홀구","24.09.27"
"42467","인천광역시 남동구 구월동","1554","1554","0000","구월아시아드선수촌8단지","74.9100","202408","03","44,000","805","17","개인","개인","2015","선수촌로 8","-","중개거래","서울 강남구, 인천 남동구","25.02.21"
"42468","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","133.8270","202408","03","62,700","1104","4","개인","개인","2007","구월로 192","-","중개거래","인천 남동구","24.12.31"
"42469","인천광역시 동구 송현동","66-26","0066","0026","동부","43.8640","202408","03","14,300","4","2","개인","개인","1990","화수로 38","-","중개거래","인천 동구","24.09.06"
"42470","인천광역시 동구 송현동","154","0154","0000","송현주공솔빛마을(154)","59.8100","202408","03","20,700","110","11","개인","개인","2003","송현로 50","-","중개거래","인천 동구","24.08.09"
"42471","울산광역시 울주군 삼남읍 교동리","1555-1","1555","0001","울산교동리슈빌","84.5903","202408","03","26,000","103","20","개인","개인","2008","향교로 164","-","중개거래","울산 울주군","24.10.31"
"42472","울산광역시 울주군 삼남읍 교동리","1348-3","1348","0003","수산로얄팰리스","84.4200","202408","03","14,000","101","5","개인","개인","2004","작괘들길 17","-","중개거래","울산 울주군","24.09.19"
"42473","인천광역시 동구 송림동","342","0342","0000","동산휴먼시아1단지","46.8900","202408","03","19,000","102","5","개인","개인","2010","재능로 191","-","중개거래","인천 동구","24.09.26"
"42474","인천광역시 동구 송림동","347","0347","0000","엘에이치브리즈힐","74.9400","202408","03","34,800","107동","17","개인","법인","2021","송림로162번길 9","-","중개거래","인천 동구","24.08.30"
"42475","인천광역시 동구 송림동","347","0347","0000","엘에이치브리즈힐","59.9900","202408","03","30,000","102동","28","개인","개인","2021","송림로162번길 9","-","중개거래","인천 동구","24.12.03"
"42476","인천광역시 연수구 옥련동","630","0630","0000","백산","59.7600","202408","03","17,900","101","2","개인","개인","1994","한나루로79번길 11","-","중개거래","인천 연수구","24.09.20"
"42477","인천광역시 연수구 옥련동","636-1","0636","0001","우성","84.6920","202408","03","32,200","101","15","개인","개인","1996","독배로40번길 48","-","중개거래","인천 연수구","24.09.25"
"42478","인천광역시 연수구 옥련동","633","0633","0000","현대2차아파트","59.9850","202408","03","26,000","203","20","개인","개인","1995","독배로 58","-","중개거래","인천 연수구","24.09.23"
"42479","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","74.8816","202408","03","43,400","105동","29","개인","개인","2022","참외전로 268","-","중개거래","인천 미추홀구","24.10.08"
"42480","인천광역시 연수구 선학동","352","0352","0000","뉴서울","84.5300","202408","03","33,000","-","15","개인","개인","1992","선학로 101","20240815","중개거래","인천 연수구","-"
"42481","대전광역시 중구 용두동","56-53","0056","0053","용두","47.4600","202408","03","22,300","1","3","개인","개인","1985","동서대로1340번길 15","-","중개거래","대전 중구","24.10.02"
"42482","대전광역시 서구 복수동","1004","1004","0000","복수센트럴자이","59.9840","202408","03","36,200","107","3","개인","개인","2019","복수서로 15","-","중개거래","대전 서구","24.10.11"
"42483","대구광역시 수성구 지산동","1766","1766","0000","더샵수성라크에르","84.9397","202408","03","68,000","104","24","개인","개인","2024","지산로3길 33","-","중개거래","대구 수성구","24.09.09"
"42484","대전광역시 중구 중촌동","283","0283","0000","하늘(주공3)","49.5100","202408","03","16,700","303","23","개인","개인","1998","목중로 69","-","중개거래","대전 중구","24.12.10"
"42485","대구광역시 수성구 중동","650","0650","0000","수성골드클래스더센텀","112.1072","202408","03","77,500","102동","22","개인","개인","2021","수성로 185","-","중개거래","대구 수성구","24.11.05"
"42486","대구광역시 수성구 중동","650","0650","0000","수성골드클래스더센텀","84.9740","202408","03","64,900","103동","17","개인","개인","2021","수성로 185","-","중개거래","대구 수성구","24.09.30"
"42487","대구광역시 수성구 중동","641","0641","0000","수성효성해링턴플레이스","84.6009","202408","03","57,200","102동","12","개인","개인","2020","희망로24길 24","-","중개거래","대구 남구, 대구 수성구","24.10.31"
"42488","대구광역시 수성구 중동","641","0641","0000","수성효성해링턴플레이스","84.6009","202408","03","57,200","-","12","개인","개인","2020","희망로24길 24","20240924","중개거래","대구 남구, 대구 수성구","-"
"42489","대전광역시 중구 선화동","877","0877","0000","센트럴뷰","84.8100","202408","03","46,200","105","15","개인","개인","2012","중앙로 45","-","중개거래","대전 중구","24.09.02"
"42490","대전광역시 동구 삼성동","369-1","0369","0001","솔랑마을","84.8400","202408","03","23,800","101","9","개인","개인","2000","대전로 968","-","중개거래","대전 동구","24.09.30"
"42491","대전광역시 동구 홍도동","1003","1003","0000","신동아파밀리에1단지","84.9616","202408","03","30,000","101","8","개인","개인","2007","동산초교로 46","-","직거래","-","24.08.22"
"42492","대전광역시 동구 홍도동","1001","1001","0000","신동아파밀리에3단지","84.9616","202408","03","30,500","113","9","개인","개인","2007","동산초교로55번길 20","-","중개거래","대전 동구","24.10.24"
"42493","대전광역시 동구 가양동","162-11","0162","0011","큰솔3차","33.9914","202408","03","8,000","-","7","개인","개인","2002","충정로18번길 60","-","중개거래","대전 동구","24.09.13"
"42494","대전광역시 서구 탄방동","778","0778","0000","젠트리움","79.0750","202408","03","22,300","-","3","개인","개인","2006","계룡로583번길 49","-","중개거래","대전 서구","24.11.07"
"42495","대전광역시 동구 용운동","783","0783","0000","e편한세상 대전에코포레","84.9964","202408","03","41,000","104","20","개인","개인","2020","용운로 203","-","중개거래","대전 동구","24.09.26"
"42496","대구광역시 수성구 시지동","591","0591","0000","수성알파시티동화아이위시","84.9140","202408","03","77,300","105동","17","개인","개인","2019","알파시티2로 48","-","중개거래","대구 수성구","24.09.02"
"42497","대구광역시 수성구 시지동","591","0591","0000","수성알파시티동화아이위시","84.9478","202408","03","74,800","102동","18","개인","개인","2019","알파시티2로 48","-","중개거래","대구 수성구","24.11.04"
"42498","대구광역시 수성구 시지동","600","0600","0000","고산역화성파크드림","84.8338","202408","03","45,500","101동","7","개인","개인","2019","달구벌대로 3122","-","중개거래","대구 수성구","24.11.25"
"42499","대전광역시 동구 신흥동","262","0262","0000","이스트시티2단지","74.9500","202408","03","38,000","-","23","개인","개인","2018","동대전로46번길 120","20240913","중개거래","대전 동구","-"
"42500","대전광역시 동구 신흥동","262","0262","0000","이스트시티2단지","74.9500","202408","03","38,000","203동","23","개인","개인","2018","동대전로46번길 120","-","중개거래","대전 동구","24.09.27"
"42501","대전광역시 서구 가장동","55","0055","0000","삼성래미안1","84.9510","202408","03","38,500","115","19","개인","개인","2002","가장로 106","-","중개거래","대전 서구","24.09.19"
"42502","대전광역시 동구 신흥동","262","0262","0000","이스트시티2단지","46.8100","202408","03","22,300","205동","19","개인","개인","2018","동대전로46번길 120","-","중개거래","대전 동구","24.09.23"
"42503","대전광역시 서구 내동","17-1","0017","0001","탑스빌","40.5672","202408","03","10,500","-","13","개인","개인","2001","도산로253번길 75","-","중개거래","대전 서구","24.08.20"
"42504","대전광역시 서구 갈마동","1418","1418","0000","경성큰마을","59.9000","202408","03","29,400","107","7","개인","개인","1995","대덕대로 150","-","중개거래","대전 서구","24.09.24"
"42505","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.6700","202408","03","94,000","1808동","9","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","24.11.25"
"42506","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","74.8600","202408","03","90,000","1808동","9","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","24.12.27"
