"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"3007","경상남도 거제시 능포동","3**","단독","8m미만","68.42","195.00","202408","07","8,500","개인","개인","1987","능포로2길","-","중개거래","경남 거제시"
"3008","충청남도 태안군 고남면 고남리","7**","단독","8m미만","197.64","396.00","202408","07","30,000","개인","개인","2005","가경주길","-","중개거래","경기 평택시"
"3009","충청남도 서천군 한산면 용산리","5*","단독","8m미만","90.29","623.00","202408","07","2,300","개인","개인","1950","갈숲길141번길","-","직거래","-"
"3010","충청남도 태안군 고남면 고남리","7**","단독","8m미만","65.60","396.00","202408","07","10,000","개인","개인","2006","가경주길","-","중개거래","경기 평택시"
"3011","전북특별자치도 완주군 고산면 삼기리","3**","단독","8m미만","121.86","506.00","202408","07","6,500","개인","개인","1995","대아저수로","-","직거래","-"
"3012","전라남도 순천시 연향동","1***","다가구","25m미만","355.24","204.00","202408","07","77,500","개인","개인","2007","팔마1길","20241210","중개거래","전남 순천시"
"3013","충청남도 당진시 고대면 당진포리","1**","단독","8m미만","138.76","603.00","202408","07","21,500","개인","개인","2014","고대로","-","중개거래","충남 당진시"
"3014","강원특별자치도 춘천시 조양동","*","단독","8m미만","189.82","201.65","202408","07","21,000","개인","개인","1984","아침길22번길","-","중개거래","강원 춘천시"
"3015","광주광역시 북구 문흥동","9**","단독","12m미만","438.57","251.90","202408","07","60,000","개인","개인","1997","부남길","-","중개거래","광주 북구"
"3016","충청남도 태안군 안면읍 신야리","3**","단독","8m미만","58.41","526.00","202408","07","25,830","법인","공공기관","2008","중신로","-","직거래","-"
"3017","서울특별시 강동구 천호동","9*","단독","8m미만","130.06","119.00","202408","07","54,000","개인","개인","1976","구천면로42가길","-","중개거래","서울 강동구"
"3018","전라남도 강진군 성전면 월남리","1***","단독","8m미만","115.29","620.40","202408","07","33,000","개인","개인","2012","달빛한옥길","-","직거래","-"
"3019","경기도 고양시 일산서구 대화동","2***","단독","8m미만","431.89","231.00","202408","07","72,000","개인","개인","1997","일산로636번길","-","중개거래","경기 고양시 일산서구"
"3020","경기도 수원시 팔달구 고등동","1**","단독","8m미만","83.24","133.60","202408","07","46,000","개인","개인","1977","고매로","-","중개거래","경기 수원시 팔달구"
"3021","서울특별시 광진구 자양동","6**","단독","12m미만","297.73","135.90","202408","07","267,215","기타","개인","1995","자양로4길","-","직거래","-"
"3022","제주특별자치도 제주시 화북일동","1***","다가구","25m미만","346.90","235.90","202408","07","109,000","개인","개인","2012","화삼북로2길","-","중개거래","제주 제주시"
"3023","제주특별자치도 제주시 화북일동","1***","다가구","25m미만","346.90","235.90","202408","07","109,000","개인","개인","2012","화삼북로2길","20240906","중개거래","제주 제주시"
"3024","전라남도 강진군 칠량면 장계리","8*","단독","8m미만","77.30","516.00","202408","07","1,500","개인","개인","1970","아산길","-","직거래","-"
"3025","충청남도 금산군 진산면 묵산리","2**","단독","8m미만","74.69","634.00","202408","07","10,450","개인","개인","1995","접바우1길","-","직거래","-"
"3026","경기도 화성시 팔탄면 덕천리","2*","단독","12m미만","75.54","266.00","202408","07","13,000","법인","개인","1995","온천로","-","직거래","-"
"3027","서울특별시 금천구 독산동","1**","단독","8m미만","216.66","152.40","202408","07","45,000","개인","개인","1989","시흥대로136길","-","직거래","-"
"3028","강원특별자치도 삼척시 원덕읍 옥원리","1**","다가구","25m미만","478.32","250.00","202408","07","40,000","개인","개인","2014","삼척로","-","직거래","-"
"3029","경상남도 함양군 백전면 오천리","6**","단독","8m미만","67.92","490.00","202408","07","12,700","개인","개인","2013","양천길","-","직거래","-"
"3030","부산광역시 사하구 신평동","6**","다가구","8m미만","141.57","132.30","202408","07","21,000","개인","개인","1988","하신번영로169번길","-","중개거래","부산 사하구"
"3031","경기도 부천시 원미구 소사동","8*","단독","8m미만","22.15","50.00","202408","07","42,000","개인","개인","1968","부일로538번길","-","중개거래","경기 부천시 원미구"
"3032","충청북도 청주시 상당구 미원면 중리","3**","단독","8m미만","88.43","605.00","202408","07","19,500","개인","개인","2016","쌍이운교로","-","직거래","-"
"3033","부산광역시 연제구 연산동","1***","단독","8m미만","124.72","112.00","202408","07","50,000","개인","개인","1984","금련로38번길","-","직거래","-"
"3034","경상북도 경주시 동천동","7**","다가구","8m미만","145.93","185.70","202408","07","16,500","개인","개인","1989","백률로8번길","-","중개거래","경북 경주시"
"3035","경상북도 청도군 화양읍 진라리","8**","단독","8m미만","79.05","169.00","202408","07","4,200","개인","개인","1992","진라길","-","중개거래","경북 청도군"
"3036","충청북도 청주시 상당구 미원면 중리","3**","단독","8m미만","88.43","605.00","202408","07","19,500","개인","개인","2016","쌍이운교로","20240829","직거래","-"
"3037","부산광역시 부산진구 가야동","3**","단독","8m미만","50.30","129.00","202408","07","48,000","개인","개인","1985","대학로45번길","-","중개거래","부산 부산진구"
"3038","부산광역시 금정구 서동","3**","단독","8m미만","126.54","46.00","202408","07","16,500","개인","개인","1980","서동시장길","-","중개거래","부산 연제구"
"3039","서울특별시 동대문구 전농동","2**","단독","8m미만","239.11","366.00","202408","07","208,500","개인","개인","1978","답십리로23다길","-","중개거래","서울 강남구"
"3040","전라남도 장성군 장성읍 영천리","9**","단독","8m미만","85.51","211.00","202408","07","11,700","개인","개인","1984","충무5길","-","중개거래","전남 장성군"
"3041","강원특별자치도 삼척시 가곡면 동활리","1**","단독","12m미만","691.47","498.00","202408","07","34,600","법인","개인","1998","가곡천로","-","직거래","-"
"3042","경기도 성남시 분당구 판교동","5**","단독","12m미만","328.50","294.30","202408","07","340,000","개인","법인","2010","판교로210번길","-","중개거래","경기 성남시 분당구"
"3043","충청남도 태안군 근흥면 마금리","2**","단독","8m미만","58.50","600.00","202408","07","15,174","개인","개인","2020","마금로","-","중개거래","충남 태안군"
"3044","제주특별자치도 제주시 이도이동","1***","단독","12m미만","128.12","181.80","202408","07","32,000","개인","개인","1982","광양13길","-","중개거래","제주 제주시"
"3045","서울특별시 성동구 금호동3가","1***","단독","8m미만","127.84","179.00","202408","07","95,000","개인","개인","1973","금호산9나길","-","중개거래","서울 성동구"
"3046","충청북도 제천시 봉양읍 장평리","1**","단독","8m미만","127.50","790.00","202408","07","24,800","개인","개인","2022","북부로11안길","-","중개거래","충북 제천시"
"3047","강원특별자치도 원주시 단계동","1**","단독","12m미만","263.54","267.00","202408","07","42,000","개인","개인","1992","원문로137번길","-","중개거래","강원 원주시"
"3048","서울특별시 마포구 연남동","4**","단독","8m미만","55.89","112.00","202408","07","65,000","개인","개인","1985","성미산로17길","-","중개거래","서울 마포구"
"3049","경기도 양평군 개군면 상자포리","3**","단독","8m미만","143.16","310.70","202408","07","40,000","개인","법인","2022","상자포새터말길","-","중개거래","경기 양평군"
"3050","인천광역시 강화군 길상면 온수리","1**","단독","8m미만","99.68","410.00","202408","07","29,560","개인","개인","2024","장촌길113번길","-","중개거래","인천 강화군"
"3051","경상북도 의성군 단촌면 하화리","2**","단독","8m미만","200.06","456.00","202408","07","2,700","개인","개인","1973","수일하길","-","직거래","-"
"3052","충청남도 태안군 소원면 법산리","4**","단독","8m미만","99.85","631.00","202408","07","34,800","개인","법인","2022","법산길","-","중개거래","충남 서산시"
"3053","전라남도 화순군 화순읍 교리","1**","단독","8m미만","79.25","152.00","202408","07","12,500","개인","개인","1988","교동2길","-","직거래","-"
"3054","경기도 화성시 향남읍 상신리","8**","단독","8m미만","182.35","234.00","202408","07","46,300","개인","개인","2024","상신초교길","-","중개거래","경기 화성시"
"3055","경기도 고양시 덕양구 성사동","1**","단독","8m미만","165.76","235.00","202408","07","45,500","개인","개인","1996","흥도로415번길","-","중개거래","경기 고양시 덕양구"
"3056","충청북도 청주시 상당구 미원면 중리","3**","단독","8m미만","88.43","605.00","202408","07","19,500","개인","개인","2016","쌍이운교로","20240827","직거래","-"
"3057","부산광역시 금정구 부곡동","3**","다가구","25m미만","155.86","151.40","202408","07","72,000","개인","개인","1989","서부곡로11번길","-","중개거래","부산 금정구, 부산 동래구"
"3058","경기도 안산시 상록구 사동","1***","단독","12m미만","507.79","242.10","202408","07","140,000","개인","개인","2006","성안1길","-","중개거래","경기 안산시 단원구"
"3059","충청북도 제천시 봉양읍 장평리","1**","단독","8m미만","127.50","790.00","202408","07","25,000","개인","개인","2022","북부로11안길","-","중개거래","충북 제천시"
"3060","경기도 고양시 덕양구 행신동","1**","다가구","8m미만","586.85","275.00","202408","07","104,800","개인","개인","2003","중앙로480번길","-","중개거래","경기 고양시 덕양구"
"3061","충청북도 보은군 속리산면 상판리","8*","단독","8m미만","98.38","562.00","202408","07","8,500","개인","개인","1986","상판길","-","직거래","-"
"3062","전라남도 순천시 풍덕동","8**","단독","8m미만","86.98","133.20","202408","07","25,500","개인","개인","1979","풍덕주택1길","-","중개거래","전남 순천시"
"3063","충청북도 충주시 교현동","1***","단독","25m이상","199.20","235.10","202408","07","32,500","개인","개인","1988","금봉대로","-","중개거래","충북 충주시"
"3064","경상북도 칠곡군 북삼읍 인평리","2**","단독","8m미만","66.81","137.00","202408","07","9,000","개인","개인","1981","금오대로2길","-","중개거래","경북 구미시"
"3065","충청북도 충주시 교현동","1***","단독","25m이상","199.20","235.10","202408","07","32,500","개인","개인","1988","금봉대로","-","중개거래","충북 충주시"
"3066","경상북도 상주시 낙양동","3**","단독","8m미만","64.80","519.00","202408","07","15,500","개인","개인","2000","낙양1길","-","중개거래","경북 상주시"
"3067","인천광역시 강화군 강화읍 대산리","8**","단독","8m미만","96.59","307.00","202408","07","24,200","개인","개인","2018","연미정길108번길","-","중개거래","인천 강화군"
"3068","경상북도 경주시 동천동","7**","다가구","8m미만","145.93","185.70","202408","07","16,500","개인","개인","1989","백률로8번길","20240828","중개거래","경북 경주시"
"3069","제주특별자치도 서귀포시 안덕면 창천리","7**","단독","8m미만","42.12","242.00","202408","07","22,500","개인","개인","2016","소기왓로","-","중개거래","제주 서귀포시"
"3070","전북특별자치도 익산시 오산면 장신리","3**","단독","8m미만","196.21","929.00","202408","07","39,790","개인","개인","2020","외검길","20240902","중개거래","전북 익산시"
"3071","전북특별자치도 익산시 망성면 내촌리","1***","단독","8m미만","196.11","997.00","202408","07","30,500","개인","개인","2018","함박골길","-","직거래","-"
"3072","강원특별자치도 원주시 봉산동","9**","단독","8m미만","33.12","89.00","202408","07","8,000","개인","개인","1964","우물시장길","-","중개거래","강원 원주시"
"3073","경상남도 진주시 주약동","6*","단독","8m미만","76.72","144.00","202408","07","20,500","개인","개인","1993","진주대로","-","중개거래","경남 진주시"
"3074","전라남도 장흥군 안양면 해창리","1**","단독","8m미만","36.36","179.00","202408","07","2,500","개인","개인","1980","해창길","-","중개거래","전남 장흥군"
"3075","충청남도 서산시 해미면 웅소성리","1**","단독","8m미만","68.00","660.00","202408","07","31,000","개인","개인","2021","웅소성4길","-","중개거래","충남 서산시"
"3076","인천광역시 부평구 부개동","3**","단독","8m미만","49.13","132.00","202408","06","20,000","개인","개인","2008","동수로162번길","20241016","중개거래","인천 부평구"
"3077","충청북도 충주시 교현동","3**","단독","25m미만","494.58","279.70","202408","06","41,000","개인","개인","1994","교동3길","-","중개거래","충북 충주시"
"3078","충청북도 음성군 음성읍 초천리","1**","단독","8m미만","59.83","447.00","202408","06","11,500","개인","개인","1950","덕생로728번길","-","중개거래","충북 음성군"
"3079","강원특별자치도 강릉시 주문진읍 교항리","8*","단독","8m미만","48.00","36.00","202408","06","7,500","개인","개인","2000","학교담길","-","중개거래","강원 강릉시"
"3080","서울특별시 서대문구 충정로3가","*","단독","8m미만","66.77","61.80","202408","06","78,050","개인","개인","1979","경기대로9안길","-","중개거래","서울 서대문구"
"3081","대구광역시 서구 비산동","1**","단독","8m미만","48.93","159.00","202408","06","10,900","개인","개인","1959","국채보상로81길","-","중개거래","대구 서구"
"3082","경기도 가평군 상면 항사리","5**","단독","8m미만","87.24","478.00","202408","06","21,000","개인","개인","2012","청군로","20241231","중개거래","경기 가평군"
"3083","충청남도 천안시 동남구 신부동","6*","다가구","8m미만","260.60","169.00","202408","06","45,000","개인","개인","2014","신부8길","-","직거래","-"
"3084","경상남도 고성군 상리면 동산리","8**","단독","8m미만","68.18","637.00","202408","06","24,000","개인","개인","2022","삼상로","-","직거래","-"
"3085","경기도 여주시 북내면 신남리","1**","단독","12m미만","133.30","417.00","202408","06","40,300","개인","개인","2023","도예로","-","직거래","-"
"3086","부산광역시 남구 용호동","4**","다가구","12m미만","450.95","173.20","202408","06","35,000","개인","개인","1989","용호로198번길","-","직거래","-"
"3087","충청북도 제천시 청전동","4*","단독","25m이상","77.13","143.00","202408","06","17,000","개인","개인","1982","청전대로","-","중개거래","충북 제천시"
"3088","서울특별시 동작구 노량진동","2**","단독","8m미만","247.05","187.87","202408","06","224,860","개인","개인","1993","장승배기로27길","-","중개거래","서울 동작구"
"3089","서울특별시 용산구 보광동","2**","단독","8m미만","108.50","85.00","202408","06","230,000","개인","개인","1968","장문로45바길","-","중개거래","서울 용산구"
"3090","강원특별자치도 춘천시 교동","1**","단독","8m미만","85.68","211.90","202408","06","20,600","개인","개인","1975","교동길10번길","-","직거래","-"
"3091","전라남도 해남군 북평면 남창리","2**","단독","8m미만","49.60","261.50","202408","06","1,500","개인","개인","1978","한밭등길","-","직거래","-"
"3092","경상북도 성주군 가천면 창천리","1***","단독","8m미만","66.50","292.00","202408","06","4,500","개인","개인","1982","창천5길","-","직거래","-"
"3093","인천광역시 미추홀구 주안동","1***","단독","8m미만","61.32","35.00","202408","06","5,700","개인","개인","1994","신기길","-","중개거래","인천 미추홀구"
"3094","경상북도 안동시 일직면 조탑리","1**","단독","8m미만","101.70","417.00","202408","06","3,500","개인","개인","1972","조탑안길","-","직거래","-"
"3095","경기도 동두천시 생연동","5**","단독","8m미만","59.54","83.00","202408","06","8,500","개인","개인","1974","중앙로","-","중개거래","경기 동두천시"
"3096","충청북도 제천시 신백동","3**","단독","8m미만","36.36","516.00","202408","06","9,900","개인","개인","1943","의병대로34안길","20240816","직거래","-"
"3097","대구광역시 군위군 삼국유사면 화수리","2**","단독","8m미만","41.76","274.00","202408","06","6,000","개인","개인","1979","화수길","-","중개거래","대구 군위군"
"3098","서울특별시 종로구 창신동","*","다가구","8m미만","99.55","77.10","202408","06","76,000","개인","개인","2016","지봉로17길","-","중개거래","서울 종로구"
"3099","전라남도 신안군 장산면 팽진리","1***","단독","8m미만","36.96","294.00","202408","06","4,000","개인","개인","1940","상용길","-","직거래","-"
"3100","경기도 안성시 서운면 북산리","1**","단독","8m미만","94.05","459.00","202408","06","16,000","개인","개인","1997","상북산길","-","직거래","-"
"3101","경기도 화성시 우정읍 이화리","9**","단독","8m미만","113.00","460.00","202408","06","8,340","개인","개인","1925","이화뱅곳길","-","직거래","-"
"3102","전라남도 완도군 완도읍 대야리","5*","단독","8m미만","72.42","195.00","202408","06","2,800","개인","개인","1996","대야이구길","-","직거래","-"
"3103","대구광역시 군위군 군위읍 외량리","2**","단독","8m미만","79.96","311.00","202408","06","7,000","개인","개인","1989","새터길","-","중개거래","대구 군위군"
"3104","경기도 동두천시 생연동","4**","단독","8m미만","151.91","119.00","202408","06","8,600","개인","개인","1989","송터로20번길","-","직거래","-"
"3105","울산광역시 동구 방어동","1***","다가구","12m미만","541.20","333.40","202408","06","75,000","개인","개인","2009","문현1길","-","중개거래","울산 동구"
"3106","경상북도 영덕군 창수면 갈천리","1**","단독","8m미만","59.51","321.00","202408","06","5,000","개인","개인","1999","진시골길","-","직거래","-"
"3107","제주특별자치도 서귀포시 회수동","8**","단독","25m이상","49.50","607.00","202408","06","33,000","개인","개인","1977","중산간서로","-","직거래","-"
"3108","충청남도 당진시 합덕읍 소소리","6*","단독","12m미만","66.78","405.00","202408","06","17,500","개인","개인","2004","면천로","-","직거래","-"
"3109","경기도 평택시 진위면 봉남리","1**","단독","8m미만","59.07","97.00","202408","06","6,300","개인","개인","1974","봉남길","-","중개거래","경기 평택시"
"3110","경상북도 의성군 안사면 쌍호리","1**","단독","12m미만","99.47","400.00","202408","06","7,100","개인","개인","2001","안사풍천길","-","직거래","-"
"3111","전라남도 진도군 임회면 용호리","6**","단독","8m미만","84.60","374.00","202408","06","11,120","개인","기타","1925","호구동길","-","직거래","-"
"3112","경기도 연천군 청산면 대전리","4**","단독","8m미만","87.17","169.00","202408","06","4,200","개인","개인","1997","초대로","-","직거래","-"
"3113","전라남도 목포시 산정동","9**","단독","12m미만","444.57","304.00","202408","06","44,366","법인","법인","2016","양을로57번길","-","직거래","-"
"3114","강원특별자치도 인제군 남면 신남리","6**","단독","8m미만","139.40","274.00","202408","06","11,000","개인","개인","2003","신남로82번길","-","직거래","-"
"3115","강원특별자치도 삼척시 근덕면 동막리","5**","단독","8m미만","48.39","296.00","202408","06","7,500","개인","개인","1969","본동안길","-","직거래","-"
"3116","경상북도 경주시 시래동","1***","단독","8m미만","167.56","347.10","202408","06","45,000","개인","개인","2008","구매2길","-","직거래","-"
"3117","경상북도 영천시 문외동","1*","단독","25m미만","268.86","251.20","202408","06","75,000","개인","개인","1992","충효로","-","직거래","-"
"3118","경상북도 포항시 남구 구룡포읍 구룡포리","7**","단독","8m미만","27.37","56.00","202408","06","1,500","개인","개인","1900","구룡포길","-","직거래","-"
"3119","경상북도 상주시 공성면 평천리","1**","단독","8m미만","53.40","674.00","202408","06","1,600","개인","개인","1961","평천2길","-","직거래","-"
"3120","경상북도 경산시 용성면 용천리","2**","단독","8m미만","46.00","146.00","202408","06","1,100","개인","개인","1931","용성용천길","-","직거래","-"
"3121","강원특별자치도 홍천군 북방면 노일리","7**","단독","8m미만","223.29","690.00","202408","06","36,000","개인","개인","2015","노일로","-","중개거래","경기 양평군"
"3122","충청북도 보은군 산외면 장갑리","3**","단독","8m미만","197.52","992.00","202408","06","16,000","개인","개인","2022","속리산로","-","직거래","-"
"3123","강원특별자치도 원주시 봉산동","1***","단독","25m미만","244.01","145.00","202408","06","25,700","개인","개인","1995","치악로","-","중개거래","강원 원주시"
"3124","전라남도 여수시 군자동","2**","단독","8m미만","86.74","116.00","202408","06","9,500","개인","개인","1978","교동북3길","-","직거래","-"
"3125","경상남도 사천시 곤명면 조장리","4**","단독","8m미만","69.42","453.00","202408","06","4,000","개인","개인","1955","봉명로","-","직거래","-"
"3126","전라남도 장흥군 관산읍 삼산리","1***","단독","8m미만","62.80","575.00","202408","06","1,300","개인","개인","1960","우산도2길","-","직거래","-"
"3127","경상북도 영주시 휴천동","3**","단독","8m미만","41.32","149.00","202408","06","4,500","개인","개인","1967","구성로","-","직거래","-"
"3128","경상북도 안동시 북후면 오산리","5**","단독","12m미만","137.99","508.00","202408","06","2,940","개인","개인","1981","이하오산로","-","직거래","-"
"3129","경상북도 안동시 임하면 금소리","5**","단독","8m미만","54.12","285.70","202408","06","3,900","개인","개인","1998","금소1길","-","직거래","-"
"3130","대구광역시 북구 관음동","1***","다가구","8m미만","203.49","189.00","202408","06","23,000","개인","개인","1995","관음중앙로17길","-","직거래","-"
"3131","서울특별시 동대문구 답십리동","3**","단독","8m미만","177.10","137.00","202408","06","78,500","개인","개인","1992","황물로3가길","-","중개거래","서울 동대문구"
"3132","제주특별자치도 제주시 용담이동","6**","단독","8m미만","96.51","238.00","202408","06","14,000","개인","개인","1979","흥운길","20240808","직거래","-"
"3133","전북특별자치도 김제시 신풍동","2**","단독","8m미만","58.78","271.00","202408","06","9,000","개인","개인","1970","중앙13길","20240807","직거래","-"
"3134","대전광역시 대덕구 신탄진동","1*","단독","25m미만","210.78","196.80","202408","06","54,000","개인","개인","1994","신탄진북로","-","중개거래","대전 대덕구"
"3135","대전광역시 중구 사정동","4**","단독","12m미만","193.97","211.90","202408","06","53,000","개인","개인","2008","대둔산로300번길","-","중개거래","대전 중구"
"3136","강원특별자치도 강릉시 명주동","1*","단독","8m미만","81.81","99.00","202408","06","12,500","개인","개인","1973","경강로2024번길","-","직거래","-"
"3137","부산광역시 부산진구 부암동","4**","단독","8m미만","172.76","238.00","202408","06","83,962","공공기관","개인","1975","백양순환로116번길","-","직거래","-"
"3138","부산광역시 부산진구 부암동","4**","단독","8m미만","765.82","1474.00","202408","06","357,015","공공기관","개인","1978","백양순환로116번길","-","직거래","-"
"3139","경상남도 함양군 백전면 대안리","6**","단독","8m미만","106.40","506.40","202408","06","13,900","개인","개인","1995","대안길","-","중개거래","경남 진주시, 경남 함양군"
"3140","서울특별시 관악구 남현동","1***","단독","8m미만","168.93","333.20","202408","06","230,000","개인","개인","1978","남부순환로256길","-","중개거래","서울 관악구"
"3141","강원특별자치도 고성군 간성읍 상리","5**","단독","12m미만","90.22","223.00","202408","06","26,600","개인","개인","1996","수성로","-","직거래","-"
"3142","서울특별시 서초구 양재동","1*","다가구","12m미만","452.43","165.30","202408","06","420,000","개인","법인","2004","바우뫼로41길","20250522","중개거래","서울 강남구"
"3143","서울특별시 양천구 목동","5**","단독","25m미만","465.46","250.00","202408","06","279,500","법인","개인","1975","목동중앙본로","20240909","중개거래","서울 강남구, 서울 양천구"
"3144","경상남도 양산시 북정동","4**","단독","12m미만","109.10","479.00","202408","06","34,773","법인","개인","1977","북정13길","-","중개거래","경남 양산시"
"3145","경상북도 안동시 북후면 장기리","1**","단독","8m미만","60.74","391.00","202408","06","9,800","개인","개인","2000","선실길","-","직거래","-"
"3146","서울특별시 용산구 동빙고동","3*","다가구","8m미만","495.95","185.00","202408","06","430,000","개인","개인","1993","서빙고로91나길","-","중개거래","서울 용산구"
"3147","세종특별자치시  연서면 고복리","5**","단독","8m미만","84.26","441.00","202408","06","50,000","개인","법인","2017","안산길","-","직거래","-"
"3148","충청남도 천안시 서북구 두정동","5**","다가구","12m미만","650.17","387.60","202408","06","140,000","개인","개인","2010","오성8길","-","중개거래","경기 수원시 장안구, 충남 천안시 서북구"
"3149","전라남도 목포시 산정동","6*","단독","8m미만","38.35","60.00","202408","06","1,500","개인","개인","1955","노송길38번길","-","직거래","-"
"3150","충청북도 충주시 엄정면 미내리","4*","단독","8m미만","73.25","198.00","202408","06","5,500","개인","개인","1976","내창로","-","중개거래","충북 충주시"
"3151","경기도 의왕시 청계동","3**","단독","8m미만","160.84","186.00","202408","06","50,190","개인","법인","2022","청계로","-","직거래","-"
"3152","경상남도 거제시 동부면 부춘리","4**","단독","8m미만","67.92","390.00","202408","06","11,400","개인","개인","2001","부춘1길","-","중개거래","경남 거제시"
"3153","경기도 화성시 향남읍 행정리","4**","다가구","12m미만","464.34","284.10","202408","06","98,500","개인","개인","2012","행정죽전로1길","-","중개거래","경기 화성시"
"3154","전라남도 나주시 남평읍 평산리","1***","단독","8m미만","90.81","459.00","202408","06","12,000","개인","개인","1984","작수길","-","직거래","-"
"3155","서울특별시 중구 신당동","3**","단독","8m미만","119.68","83.00","202408","06","105,600","개인","개인","1997","다산로24길","-","중개거래","서울 중구"
"3156","충청남도 천안시 동남구 목천읍 동리","1**","단독","8m미만","137.74","500.00","202408","06","22,297","개인","개인","2003","동리2길","-","직거래","-"
"3157","충청남도 천안시 서북구 쌍용동","6**","다가구","12m미만","394.60","175.60","202408","06","49,000","개인","개인","1997","쌍용14길","-","직거래","-"
"3158","경상북도 구미시 도량동","5**","다가구","12m미만","691.94","375.00","202408","06","79,500","개인","개인","2012","문장로3길","-","직거래","-"
"3159","경기도 안산시 단원구 신길동","1***","다가구","12m미만","382.91","221.50","202408","06","86,000","개인","개인","2001","신길중앙로1길","-","중개거래","경기 화성시"
"3160","강원특별자치도 횡성군 청일면 유동리","2**","단독","8m미만","39.00","331.00","202408","06","11,099","개인","개인","2023","봉덕로87번길","-","중개거래","강원 횡성군"
"3161","충청북도 청주시 서원구 모충동","2**","다가구","12m미만","569.15","390.00","202408","06","122,500","개인","개인","2014","서원남로","-","중개거래","충북 청주시 서원구"
"3162","부산광역시 해운대구 반여동","1***","단독","8m미만","126.27","53.00","202408","06","7,000","법인","개인","1992","재반로226번길","-","중개거래","부산 해운대구"
"3163","강원특별자치도 원주시 반곡동","1***","다가구","8m미만","613.37","447.00","202408","06","98,810","개인","개인","2016","반곡길","-","직거래","-"
"3164","울산광역시 울주군 상북면 궁근정리","9**","단독","8m미만","87.97","95.00","202408","06","23,850","개인","개인","2017","궁근정2길","-","중개거래","울산 남구"
"3165","경기도 성남시 수정구 태평동","3***","다가구","12m미만","215.09","147.40","202408","06","92,000","개인","개인","1982","수정로135번길","-","중개거래","경기 성남시 수정구"
"3166","경상북도 영주시 문정동","2**","단독","8m미만","317.24","344.00","202408","06","64,900","개인","개인","2020","가흥로12번길","-","중개거래","경북 영주시"
"3167","서울특별시 종로구 구기동","5*","단독","8m미만","130.05","149.00","202408","06","103,000","개인","개인","1971","진흥로22길","-","중개거래","서울 종로구"
"3168","제주특별자치도 서귀포시 성산읍 난산리","6**","단독","8m미만","131.83","486.00","202408","06","38,000","개인","개인","2017","난고로","-","중개거래","제주 제주시"
"3169","서울특별시 종로구 평창동","1**","다가구","8m미만","490.91","169.00","202408","06","190,000","개인","개인","2008","평창12길","-","중개거래","서울 종로구"
"3170","강원특별자치도 횡성군 청일면 유평리","2**","단독","8m미만","99.00","691.00","202408","06","28,000","개인","개인","2013","청일로","-","중개거래","강원 횡성군"
"3171","강원특별자치도 동해시 부곡동","6*","단독","8m미만","81.19","287.20","202408","06","9,000","개인","개인","1990","수원지1길","-","중개거래","강원 동해시"
"3172","경상북도 칠곡군 왜관읍 석전리","7**","단독","25m미만","91.20","258.00","202408","06","17,200","개인","개인","1900","석전로1길","-","직거래","-"
"3173","인천광역시 강화군 선원면 연리","8**","단독","8m미만","197.70","575.00","202408","06","33,000","개인","개인","2012","연동로","-","중개거래","인천 강화군"
"3174","전라남도 해남군 해남읍 용정리","3**","단독","8m미만","79.80","527.00","202408","06","10,500","개인","개인","1993","용머리길","-","중개거래","전남 해남군"
"3175","충청남도 천안시 서북구 성정동","1***","다가구","12m미만","519.43","295.40","202408","06","112,000","개인","개인","2014","성정중3길","-","중개거래","충남 천안시 동남구"
"3176","전북특별자치도 김제시 신풍동","2**","단독","8m미만","49.15","117.70","202408","06","3,400","개인","개인","1979","남북4길","-","중개거래","전북 전주시 덕진구"
"3177","경상북도 포항시 남구 동해면 마산리","1**","단독","8m미만","91.64","241.00","202408","06","20,500","개인","개인","2004","호미로2628번길","-","중개거래","경북 포항시 남구"
"3178","부산광역시 해운대구 우동","1**","단독","8m미만","77.15","172.00","202408","06","103,000","개인","개인","1988","우동2로14번길","-","중개거래","부산 해운대구"
"3179","충청남도 예산군 예산읍 주교리","1*","단독","8m미만","78.30","1071.00","202408","06","13,500","개인","개인","1989","관양산길","-","중개거래","충남 예산군"
"3180","강원특별자치도 강릉시 포남동","8**","단독","8m미만","53.12","172.00","202408","06","20,000","개인","개인","1973","용지각길28번길","-","중개거래","강원 강릉시"
